PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM
J,"Fowler, Craig; Harwood, Jake",,,,,,,,Does perceived normativity of intergenerational contact enhance the effects of imagined intergenerational contact?,,,,,,,,GROUP PROCESSES & INTERGROUP RELATIONS,,,,,,,,,,1.36843E+15,10.1177/1368430220934548,,,,2020,"Two experiments investigated effects of imagined intergroup contact (IIC) on young adults' stereotypical perceptions of and intention to communicate with older adults. Both studies tested a third-person variant of IIC (extended IIC). Also, Study 1 explicitly manipulated the perceived normativity of intergenerational contact by providing relevant information, and Study 2 implicitly manipulated perceived normativity via task repetition. In Study 1, IIC (including extended IIC) had few effects. However, the explicit norms manipulation changed perceptions of norms, which improved perceptions of older adults and increased desire for future intergenerational communication. In Study 2, some forms of IIC reduced intergenerational anxiety, which translated into more positive intergenerational perceptions. Moreover, repeated IIC had positive effects on intergenerational perceptions that were mediated by perceptions of norms and that persisted for a week. We advocate more attention to the effect of IIC on norms, and to the conditions under which IIC works (and does not).",,"[Fowler, Craig] Massey Univ, Auckland, New Zealand; [Harwood, Jake] Univ Arizona, Tucson, AZ 85721 USA; [Fowler, Craig] Massey Univ, Sch Commun Journalism & Mkt, Private Bag 102904, Auckland 0745, New Zealand",,,,,,,,0,,,,,,,"Psychology, Social",WOS:000559602800001,
J,"Fabrigar, Leandre R.; Wegener, Duane T.; Petty, Richard E.",,,,,,,,A Validity-Based Framework for Understanding Replication in Psychology,,,,,,,,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,,,,24,4,,,316,344,1.08887E+15,10.1177/1088868320931366,,,Nov-20,2020,"In recent years, psychology has wrestled with the broader implications of disappointing rates of replication of previously demonstrated effects. This article proposes that many aspects of this pattern of results can be understood within the classic framework of four proposed forms of validity: statistical conclusion validity, internal validity, construct validity, and external validity. The article explains the conceptual logic for how differences in each type of validity across an original study and a subsequent replication attempt can lead to replication ""failure."" Existing themes in the replication literature related to each type of validity are also highlighted. Furthermore, empirical evidence is considered for the role of each type of validity in non-replication. The article concludes with a discussion of broader implications of this classic validity framework for improving replication rates in psychological research.",,"[Fabrigar, Leandre R.] Queens Univ, Kingston, ON, Canada; [Wegener, Duane T.; Petty, Richard E.] Ohio State Univ, Columbus, OH 43210 USA; [Fabrigar, Leandre R.] Queens Univ, Dept Psychol, Kingston, ON K7L 3N6, Canada",,,,,,,,4,,,,,,,"Psychology, Social",WOS:000553227600001,
J,"Kalashnikova, Marina; Pejovic, Jovana; Carreiras, Manuel",,,,,,,,The effects of bilingualism on attentional processes in the first year of life,,,,,,,,DEVELOPMENTAL SCIENCE,,,,24,2,,,,,e13011,10.1111/desc.13011,,,Mar-21,2021,"Bilingualism is a powerful experiential factor, and its effects have been proposed to extend beyond the linguistic domain by boosting the development of executive functioning skills. Crucially, recent findings suggest that this effect can be detected in bilingual infants before their first birthday indicating that it emerges as a result of early bilingual exposure and the experience of negotiating two linguistic systems in infants' environment. However, these conclusions are based on only two research studies from the last decade (Comishen, Bialystok, & Adler, 2019; Kovacs & Mehler, 2009), so to date, there is a lack of evidence regarding their replicability and generalizability. In addition, previous research does not shed light on the precise aspects of bilingual experience and the extent of bilingual exposure underlying the emergence of this early bilingual advantage. The present study addressed these two questions by assessing attentional control abilities in 7-month-old bilingual infants in comparison to same-age monolinguals and in relation to their individual bilingual exposure patterns. Findings did not reveal significant differences between monolingual and bilingual infants in the measure of attentional control and no relation between individual performance and degree of bilingual exposure. Bilinguals showed different patterns of allocating attention to the visual rewards in this task compared to monolinguals. Thus, this study indicates that bilingualism modulates attentional processes early on, possibly as a result of bilinguals' experience of encoding dual-language information from a complex linguistic input, but it does not lead to significant advantages in attentional control in the first year of life.",,"[Kalashnikova, Marina; Pejovic, Jovana; Carreiras, Manuel] BCBL Basque Ctr Cognit Brain & Language, San Sebastian, Spain; [Pejovic, Jovana; Carreiras, Manuel] Univ Basque Country UPV EHU, San Sebastian, Spain; [Pejovic, Jovana] Univ Lisbon, Fac Letras, Ctr Linguist, Lab Fonet, Lisbon, Portugal; [Pejovic, Jovana] Univ Lisbon, Fac Letras, Ctr Linguist, Lisbon Baby Lab, Lisbon, Portugal; [Carreiras, Manuel] Ikerbasque Basque Fdn Sci, Bilbao, Spain; [Kalashnikova, Marina] BCBL Basque Ctr Cognit Brain & Language, Mikeletegi Pasealekua 69, Donostia San Sebastian 20009, Gipuzkoa, Spain",,,,,,,,1,,,,,,,"Psychology, Developmental; Psychology, Experimental",WOS:000546680500001,
J,"Romero, Felipe; Sprenger, Jan",,,,,,,,Scientific self-correction: the Bayesian way,,,,,,,,SYNTHESE,,,,,,,,,,,10.1007/s11229-020-02697-x,,,,2020,"The enduring replication crisis in many scientific disciplines casts doubt on the ability of science to estimate effect sizes accurately, and in a wider sense, to self-correct its findings and to produce reliable knowledge. We investigate the merits of a particular countermeasure-replacing null hypothesis significance testing (NHST) with Bayesian inference-in the context of the meta-analytic aggregation of effect sizes. In particular, we elaborate on the advantages of this Bayesian reform proposal under conditions of publication bias and other methodological imperfections that are typical of experimental research in the behavioral sciences. Moving to Bayesian statistics would not solve the replication crisis single-handedly. However, the move would eliminate important sources of effect size overestimation for the conditions we study.",,"[Romero, Felipe] Univ Groningen, Fac Philosophy, Oude Boteringestr 52, NL-9712 GL Groningen, Netherlands; [Sprenger, Jan] Univ Torino, Ctr Log Language & Cognit LLC, Dept Philosophy & Educ Sci, Palazzo Nuovo,Via St Ottavio 20, I-10124 Turin, Italy; [Romero, Felipe] Univ Groningen, Fac Philosophy, Oude Boteringestr 52, NL-9712 GL Groningen, Netherlands",,,,,,,,1,,,,,,,History & Philosophy Of Science; Philosophy,WOS:000544153500002,
J,"Elran-Barak, Roni; Dror, Tzipi; Goldschmidt, Andrea B.; Teachman, Bethany A.",,,,,,,,The Implicit Association of High-Fat Food and Shame Among Women Recovered From Eating Disorders,,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,11,,,,,,1068,10.3389/fpsyg.2020.01068,,,JUN 3 2020,2020,"Background: Despite the growing literature about recovery from eating disorders (EDs), it is still unknown if women who report being recovered from EDs present with differing implicit attitudes about high-fat (vs. low-fat) food relative to women who report having a current ED and women who report never having had an ED. Methods: Female volunteers (N= 2,785) to the Project Implicit Mental Health (PIMH) website () were divided into three ED groups: current ED (n= 335), prior ED (n= 393), and healthy controls (n= 1,843). Participants completed, between 2016 and 2017, a background questionnaire, together with the Implicit Association Test (IAT), measuring implicit associations between high-fat (vs. low-fat) food and shame (vs. acceptableness). Linear regression models were conducted to examine cross-sectional differences between groups. Results: Women with prior EDs had stronger implicit associations relative to healthy controls (p= 0.041) and similar implicit associations relative to women with current EDs (p= 0.424). Discussion: The implicit association between high-fat food and shame may not diminish over time among women with EDs. Future longitudinal studies are warranted to clarify whether an experience of EDs may leave a ""scar,"" manifested in specific implicit associations, that may potentially lead to recurrence after remission.",,"[Elran-Barak, Roni] Univ Haifa, Sch Publ Hlth, Haifa, Israel; [Dror, Tzipi] Tel Aviv Univ, Sch Psychol Sci, Tel Aviv, Israel; [Goldschmidt, Andrea B.] Brown Univ, Miriam Hosp, Dept Psychiat & Human Behav, Warren Alpert Med Sch, Providence, RI USA; [Teachman, Bethany A.] Univ Virginia, Sch Med, Charlottesville, VA 22908 USA; [Elran-Barak, Roni] Univ Haifa, Sch Publ Hlth, Haifa, Israel",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000543118900001,
J,"Wang, Xijing; Chen, Zhansheng; Krumhuber, Eva G.",,,,,,,,Money: An Integrated Review and Synthesis From a Psychological Perspective,,,,,,,,REVIEW OF GENERAL PSYCHOLOGY,,,,24,2,,,172,190,,10.1177/1089268020905316,,,Jun-20,2020,"Many empirical studies have demonstrated the psychological effects of various aspects of money, including the aspiration for money, mere thoughts about money, possession of money, and placement of people in economic contexts. Although multiple aspects of money and varied methodologies have been focused on and implemented, the underlying mechanisms of the empirical findings from these seemingly isolated areas significantly overlap. In this article, we operationalize money as a broad concept and take a novel approach by providing an integrated review of the literature and identifying five major streams of mechanisms: (a) self-focused behavior; (b) inhibited other-oriented behavior; (c) favoring of a self-other distinction; (d) money's relationship with self-esteem and self-efficacy; and (e) goal pursuit, objectification, outcome maximization, and unethicality. Moreover, we propose a unified psychological perspective for the future-money as an embodiment of social distinction-which could potentially account for past findings and generate future work.",,"[Wang, Xijing; Chen, Zhansheng] Univ Hong Kong, Pok Fu Lam, Hong Kong, Peoples R China; [Krumhuber, Eva G.] UCL, London, England; [Wang, Xijing; Chen, Zhansheng] Univ Hong Kong, Dept Psychol, Pokfulam Rd, Hong Kong, Peoples R China",,,,,,,,2,,,,,,,"Psychology, Multidisciplinary",WOS:000537465500007,
J,"Englert, Chris; Schweizer, Geoffrey",,,,,,,,Are You Telling the Truth? - Testing Individuals' Ability to Differentiate Between Truth and Deceit in Soccer,,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,11,,,,,,1082,10.3389/fpsyg.2020.01082,,,MAY 26 2020,2020,"In the present paper, we tested the ability of individuals to judge correctly whether athletes are lying or telling the truth. For this purpose, we first generated 28 videos as stimulus material: in half of the videos, soccer players were telling the truth, while in the other half, the same soccer players were lying. Next, we tested the validity of these video clips by asking N = 65 individuals in a laboratory experiment (Study 1a) and N = 52 individuals in an online experiment (Study 1b) to rate the level of veracity of each video clip. Results suggest that participants can distinguish between true and false statements, but only for some clips and not for others, indicating that some players were better at deceiving than others. In Study 2, participants again had to make veracity estimations, but we manipulated the level of information given, as participants (N = 145) were randomly assigned to one of three conditions (regular video clips, mute video clips, and only the audio stream of each statement). The results revealed that participants from the mute condition were less accurate in their veracity ratings. The theoretical and practical implications of these findings are discussed.",,"[Englert, Chris] Goethe Univ Frankfurt, Inst Sports Sci, Dept Sports Psychol, Frankfurt, Germany; [Englert, Chris] Univ Bern, Inst Educ, Dept Educ Psychol, Bern, Switzerland; [Schweizer, Geoffrey] Heidelberg Univ, Inst Sports Sci, Dept Sports Psychol, Heidelberg, Germany; [Englert, Chris] Goethe Univ Frankfurt, Inst Sports Sci, Dept Sports Psychol, Frankfurt, Germany; [Englert, Chris] Univ Bern, Inst Educ, Dept Educ Psychol, Bern, Switzerland; [Schweizer, Geoffrey] Heidelberg Univ, Inst Sports Sci, Dept Sports Psychol, Heidelberg, Germany",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000540586700001,
J,"Fraser, Hannah; Barnett, Ashley; Parker, Timothy H.; Fidler, Fiona",,,,,,,,The role of replication studies in ecology,,,,,,,,ECOLOGY AND EVOLUTION,,,,10,12,,,5197,5207,,10.1002/ece3.6330,,,Jun-20,2020,"Recent large-scale projects in other disciplines have shown that results often fail to replicate when studies are repeated. The conditions contributing to this problem are also present in ecology, but there have not been any equivalent replication projects. Here, we survey ecologists' understanding of and opinions about replication studies. The majority of ecologists in our sample considered replication studies to be important (97%), not prevalent enough (91%), worth funding even given limited resources (61%), and suitable for publication in all journals (62%). However, there is a disconnect between this enthusiasm and the prevalence of direct replication studies in the literature which is much lower (0.023%: Kelly 2019) than our participants' median estimate of 10%. This may be explained by the obstacles our participants identified including the difficulty of conducting replication studies and of funding and publishing them. We conclude by offering suggestions for how replications could be better integrated into ecological research.",,"[Fraser, Hannah; Barnett, Ashley] Univ Melbourne, Sch BioSci, Parkville, Vic, Australia; [Parker, Timothy H.] Whitman Coll, Biol Dept, Walla Walla, WA 99362 USA; [Fidler, Fiona] Univ Melbourne, Sch BioSci, Sch Hist & Philosoph Studies, Parkville, Vic, Australia; [Fraser, Hannah] Univ Melbourne, Sch BioSci, Parkville, Vic, Australia",,,,,,,,2,,,,,,,Ecology; Evolutionary Biology,WOS:000534562900001,
J,"Yang, Yang; Wu Youyou; Uzzi, Brian",,,,,,,,Estimating the deep replicability of scientific findings using human and artificial intelligence,,,,,,,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,117,20,,,10762,10768,,10.1073/pnas.1909046117,,,MAY 19 2020,2020,"Replicability tests of scientific papers show that the majority of papers fail replication. Moreover, failed papers circulate through the literature as quickly as replicating papers. This dynamic weakens the literature, raises research costs, and demonstrates the need for new approaches for estimating a study's replicability. Here, we trained an artificial intelligence model to estimate a paper's replicability using ground truth data on studies that had passed or failed manual replication tests, and then tested the model's generalizability on an extensive set of out-of-sample studies. The model predicts replicability better than the base rate of reviewers and comparably as well as prediction markets, the best present-day method for predicting replicability. In out-of-sample tests on manually replicated papers from diverse disciplines and methods, the model had strong accuracy levels of 0.65 to 0.78. Exploring the reasons behind the model's predictions, we found no evidence for bias based on topics, journals, disciplines, base rates of failure, persuasion words, or novelty words like ""remarkable"" or ""unexpected."" We did find that the model's accuracy is higher when trained on a paper's text rather than its reported statistics and that n-grams, higher order word combinations that humans have difficulty processing, correlate with replication. We discuss how combining human and machine intelligence can raise confidence in research, provide research self-assessment techniques, and create methods that are scalable and efficient enough to review the ever-growing numbers of publications-a task that entails extensive human resources to accomplish with prediction markets and manual replication alone.",,"[Yang, Yang; Wu Youyou; Uzzi, Brian] Northwestern Univ, Inst Complex Syst, Evanston, IL 60208 USA; [Yang, Yang; Wu Youyou; Uzzi, Brian] Northwestern Univ, Kellogg Sch Management, Evanston, IL 60208 USA; [Uzzi, Brian] Northwestern Univ, Inst Complex Syst, Evanston, IL 60208 USA; [Uzzi, Brian] Northwestern Univ, Kellogg Sch Management, Evanston, IL 60208 USA",,,,,,,,1,,,,,,,Multidisciplinary Sciences,WOS:000535585100028,
J,"Ruggeri, Kai; Ali, Sonia; Berge, Mari Louise; Bertoldo, Giulia; Bjorndal, Ludvig D.; Cortijos-Bernabeu, Anna; Davison, Clair; Demic, Emir; Esteban-Serna, Celia; Friedemann, Maja; Gibson, Shannon P.; Jarke, Hannes; Karakasheva, Ralitsa; Khorrami, Peggah R.; Kveder, Jakob; Andersen, Thomas Lind; Lofthus, Ingvild S.; McGill, Lucy; Nieto, Ana E.; Perez, Jacobo; Quail, Sahana K.; Rutherford, Charlotte; Tavera, Felice L.; Tomat, Nastja; Van Reyn, Chiara; Veckalov, Bojana; Wang, Keying; Yosifova, Aleksandra; Papa, Francesca; Rubaltelli, Enrico; van der Linden, Sander; Folke, Tomas",,,,,,,,Replicating patterns of prospect theory for decision under risk,,,,,,,,NATURE HUMAN BEHAVIOUR,,,,4,6,,,622,+,,10.1038/s41562-020-0886-x,,,Jun-20,2020,"Prospect theory is among the most influential frameworks in behavioural science, specifically in research on decision-making under risk. Kahneman and Tversky's 1979 study tested financial choices under risk, concluding that such judgements deviate significantly from the assumptions of expected utility theory, which had remarkable impacts on science, policy and industry. Though substantial evidence supports prospect theory, many presumed canonical theories have drawn scrutiny for recent replication failures. In response, we directly test the original methods in a multinational study (n = 4,098 participants, 19 countries, 13 languages), adjusting only for current and local currencies while requiring all participants to respond to all items. The results replicated for 94% of items, with some attenuation. Twelve of 13 theoretical contrasts replicated, with 100% replication in some countries. Heterogeneity between countries and intra-individual variation highlight meaningful avenues for future theorizing and applications. We conclude that the empirical foundations for prospect theory replicate beyond any reasonable thresholds. In a sample of over 4,000 participants from 19 countries, the core patterns from a highly influential study on behaviour and decision-making broadly replicate, with only minor exceptions and somewhat smaller effect sizes.",,"[Ruggeri, Kai; Folke, Tomas] Columbia Univ, Dept Hlth Policy & Management, Mailman Sch Publ Hlth, New York, NY 10027 USA; [Ruggeri, Kai; Jarke, Hannes; Folke, Tomas] Univ Cambridge, Ctr Business Res, Judge Business Sch, Policy Res Grp, Cambridge, England; [Ali, Sonia] Univ Sussex, Sch Psychol, Brighton, E Sussex, England; [Berge, Mari Louise] Eotvos Lorand Univ, Dept Personal & Hlth Psychol, Budapest, Hungary; [Bertoldo, Giulia] Univ Padua, Sch Psychol, Padua, Italy; [Bjorndal, Ludvig D.; Lofthus, Ingvild S.] Univ Oslo, Dept Psychol, Oslo, Norway; [Cortijos-Bernabeu, Anna] Univ Barcelona, Fac Psychol, Dept Social Psychol & Quantitat Psychol, Barcelona, Spain; [Davison, Clair] Univ St Andrews, Sch Psychol & Neurosci, St Andrews, Fife, Scotland; [Demic, Emir; Veckalov, Bojana] Univ Belgrade, Fac Philosophy, Dept Psychol, Belgrade, Serbia; [Esteban-Serna, Celia; Wang, Keying] UCL, Div Psychol & Language Sci, London, England; [Friedemann, Maja] Univ Oxford, Dept Expt Psychol, Oxford, England; [Gibson, Shannon P.] Oxford Brookes Univ, Fac Hlth & Life Sci, Dept Psychol Hlth & Profess Dev, Oxford, England; [Karakasheva, Ralitsa] Univ Nottingham, Div Psychiat & Appl Psychol, Nottingham, England; [Khorrami, Peggah R.] Columbia Univ, Mailman Sch Publ Hlth, Dept Sociomed Sci, New York, NY USA; [Kveder, Jakob; Tomat, Nastja] Univ Ljubljana, Fac Arts, Dept Psychol, Ljubljana, Slovenia; [Andersen, Thomas Lind] Svendborg Municipal, PPR Svendborg, Svendborg, Denmark; [McGill, Lucy] Trinity Coll Dublin, Dublin, Ireland; [Nieto, Ana E.; Perez, Jacobo] Univ Francisco Vitoria, Dept Psychol, Madrid, Spain; [Quail, Sahana K.] Univ Oxford, Dept Social Policy & Intervent, Oxford, England; [Rutherford, Charlotte] Univ Cambridge, Dept Psychol, Cambridge, England; [Tavera, Felice L.] Univ Cologne, Dept Psychol, Cologne, Germany; [Van Reyn, Chiara] Katholieke Univ Leuven, Dept Psychol & Educ Sci, Leuven, Belgium; [Veckalov, Bojana] Univ Amsterdam, Fac Social & Behav Sci, Amsterdam, Netherlands; [Yosifova, Aleksandra] New Bulgarian Univ, Dept Cognit Sci & Psychol, Sofia, Bulgaria; [Papa, Francesca] Org Econ Cooperat & Dev, Paris, France; [Rubaltelli, Enrico] Univ Padua, Dept Dev Psychol & Socializat, JDM Lab, Padua, Italy; [van der Linden, Sander] Univ Cambridge, Dept Psychol, SDM Lab, Cambridge, England; [Ruggeri, Kai; Folke, Tomas] Columbia Univ, Dept Hlth Policy & Management, Mailman Sch Publ Hlth, New York, NY 10027 USA; [Ruggeri, Kai; Folke, Tomas] Univ Cambridge, Ctr Business Res, Judge Business Sch, Policy Res Grp, Cambridge, England",,,,,,,,10,,,,,,,"Psychology, Biological; Multidisciplinary Sciences; Neurosciences; Psychology, Experimental",WOS:000533836700003,
J,"Kong, Xiang-Zhen; Postema, Merel C.; Guadalupe, Tulio; de Kovel, Carolien; Boedhoe, Premika S. W.; Hoogman, Martine; Mathias, Samuel R.; van Rooij, Daan; Schijven, Dick; Glahn, David C.; Medland, Sarah E.; Jahanshad, Neda; Thomopoulos, Sophia, I; Turner, Jessica A.; Buitelaar, Jan; van Erp, Theo G. M.; Franke, Barbara; Fisher, Simon E.; van den Heuvel, Odile A.; Schmaal, Lianne; Thompson, Paul M.; Francks, Clyde",,,,,,,,Mapping brain asymmetry in health and disease through the ENIGMA consortium,,,,,,,,HUMAN BRAIN MAPPING,,,,,,,,,,,10.1002/hbm.25033,,,,2020,"Left-right asymmetry of the human brain is one of its cardinal features, and also a complex, multivariate trait. Decades of research have suggested that brain asymmetry may be altered in psychiatric disorders. However, findings have been inconsistent and often based on small sample sizes. There are also open questions surrounding which structures are asymmetrical on average in the healthy population, and how variability in brain asymmetry relates to basic biological variables such as age and sex. Over the last 4 years, the ENIGMA-Laterality Working Group has published six studies of gray matter morphological asymmetry based on total sample sizes from roughly 3,500 to 17,000 individuals, which were between one and two orders of magnitude larger than those published in previous decades. A population-level mapping of average asymmetry was achieved, including an intriguing fronto-occipital gradient of cortical thickness asymmetry in healthy brains. ENIGMA's multi-dataset approach also supported an empirical illustration of reproducibility of hemispheric differences across datasets. Effect sizes were estimated for gray matter asymmetry based on large, international, samples in relation to age, sex, handedness, and brain volume, as well as for three psychiatric disorders: autism spectrum disorder was associated with subtly reduced asymmetry of cortical thickness at regions spread widely over the cortex; pediatric obsessive-compulsive disorder was associated with altered subcortical asymmetry; major depressive disorder was not significantly associated with changes of asymmetry. Ongoing studies are examining brain asymmetry in other disorders. Moreover, a groundwork has been laid for possibly identifying shared genetic contributions to brain asymmetry and disorders.",,"[Kong, Xiang-Zhen; Postema, Merel C.; Guadalupe, Tulio; de Kovel, Carolien; Schijven, Dick; Fisher, Simon E.; Francks, Clyde] Max Planck Inst Psycholinguist, Language & Genet Dept, Nijmegen, Netherlands; [Boedhoe, Premika S. W.; van den Heuvel, Odile A.] Vrije Univ Amsterdam, Amsterdam Univ Med Ctr, Dept Psychiat, Amsterdam Neurosci, Amsterdam, Netherlands; [Boedhoe, Premika S. W.; van den Heuvel, Odile A.] Vrije Univ Amsterdam, Amsterdam Univ Med Ctr, Dept Anat & Neurosci, Amsterdam Neurosci, Amsterdam, Netherlands; [Hoogman, Martine] Radboud Univ Nijmegen, Dept Human Genet, Med Ctr, Nijmegen, Netherlands; [Hoogman, Martine; van Rooij, Daan; Buitelaar, Jan] Radboud Univ Nijmegen, Donders Ctr Cognit Neuroimaging, Donders Inst Brain Cognit & Behav, Med Ctr, Nijmegen, Netherlands; [Mathias, Samuel R.; Glahn, David C.] Boston Childrens Hosp, Dept Psychiat, Boston, MA USA; [Mathias, Samuel R.; Glahn, David C.] Harvard Med Sch, Boston, MA 02115 USA; [Glahn, David C.] Hartford Hosp, Olin Neuropsychiat Res Ctr, Inst Living, Hartford, CT 06115 USA; [Medland, Sarah E.] QIMR Berghofer Med Res Inst, Psychiat Genet, Brisbane, Qld, Australia; [Jahanshad, Neda; Thomopoulos, Sophia, I] Univ Southern Calif, Imaging Genet Ctr, Mark & Mary Stevens Neuroimaging & Informat Inst, Keck Sch Med, Marina Del Rey, CA USA; [Turner, Jessica A.; Thompson, Paul M.] Emory Univ, Georgia State Univ, Triinst Ctr Translat Res Neuroimaging & Data Sci, Georgia Inst Technol, Atlanta, GA 30322 USA; [Turner, Jessica A.] Georgia State Univ, Dept Psychol & Neurosci, Atlanta, GA 30303 USA; [Buitelaar, Jan] Radboud Univ Nijmegen, Donders Inst Brain Cognit & Behav, Dept Cognit Neurosci, Med Ctr, Nijmegen, Netherlands; [Buitelaar, Jan] Karakter Child & Adolescent Psychiat, Nijmegen, Netherlands; [van Erp, Theo G. M.] Univ Calif Irvine, Dept Psychiat & Human Behav, Clin Translat Neurosci Lab, Irvine, CA 92717 USA; [van Erp, Theo G. M.] Univ Calif Irvine, Ctr Neurobiol Learning & Memory, Irvine, CA 92717 USA; [Franke, Barbara] Radboud Univ Nijmegen, Donders Inst Brain Cognit & Behav, Dept Human Genet, Med Ctr, Nijmegen, Netherlands; [Franke, Barbara] Radboud Univ Nijmegen, Donders Inst Brain Cognit & Behav, Dept Psychiat, Med Ctr, Nijmegen, Netherlands; [Fisher, Simon E.; Francks, Clyde] Radboud Univ Nijmegen, Donders Inst Brain Cognit & Behav, Nijmegen, Netherlands; [Schmaal, Lianne] Orygen, Natl Ctr Excellence Youth Mental Hlth, Parkville, Vic, Australia; [Schmaal, Lianne] Univ Melbourne, Ctr Youth Mental Hlth, Melbourne, Vic, Australia; [Francks, Clyde] Max Planck Inst Psycholinguist, Wundtlaan 1, Nijmegen, Netherlands",,,,,,,,5,,,,,,,"Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging",WOS:000533357900001,
J,"Dinsmore, John B.; Stenstrom, Eric P.; Kunstman, Jonathan W.",,,,,,,,Baseline testosterone moderates the effect of money exposure on charitable giving intent,,,,,,,,PSYCHOLOGY & MARKETING,,,,38,2,,,328,337,,10.1002/mar.21368,,,Feb-21,2021,"Prior research has conflicting evidence of the effects of money exposure on prosocial behavior, begging the question of potential moderators of the effect. The current research examines the role of baseline testosterone, a correlate of both status and status-seeking behaviors, in moderating the effect of money exposure on charitable giving intent. An experiment involving 92 male students (M-age = 20.46, standard deviation = 2.28) found baseline testosterone levels moderating the effect of money exposure (b = -.02, t = 3.46, p < .001, 95% confidence interval [CI] [-0.057, -0.002]), with low-T males exposed to money showing significantly higher charitable donation intent (vs. control; b = 1.21, t = 2.24, p = .028, 95% CI [0.135, 2.293]) and high-testosterone males exhibiting significantly lower (b = -1.46, t = 2.68, p = .009, 95% CI [-2.545, -0.378]). These findings show instances where money exposure can enhance, rather than inhibit, prosocial intentions that have broad implications for the study and practice of marketing.",,"[Dinsmore, John B.] Wright State Univ, Raj Soin Coll Business, Dept Mkt, 271 Rike Hall, Dayton, OH 45435 USA; [Stenstrom, Eric P.] Miami Univ, Farmer Sch Business, Dept Mkt, Oxford, OH 45056 USA; [Kunstman, Jonathan W.] Miami Univ, Coll Arts & Sci, Dept Psychol, Oxford, OH 45056 USA; [Dinsmore, John B.] Wright State Univ, Raj Soin Coll Business, Dept Mkt, 271 Rike Hall, Dayton, OH 45435 USA",,,,,,,,1,,,,,,,"Business; Psychology, Applied",WOS:000529754100001,
J,"Patel, Viren; Mazzaferro, Daniel M.; Swanson, Jordan W.; Taylor, Jesse A.; Bartlett, Scott P.",,,,,,,,Public Perception of Helical Rim Deformities and Their Correction With Ear Molding,,,,,,,,JOURNAL OF CRANIOFACIAL SURGERY,,,,31,3,,,741,745,,10.1097/SCS.0000000000006400,,,May-20,2020,"Background: Among congenital ear deformities, helical rim deformities are most common. Non-surgical ear molding has emerged as an effective option to treat helical rim deformities and could reduce the need for surgery later in a child's life. Despite this, there has never been a study examining how the general public rates corrections after ear molding. Methods: A retrospective chart review was conducted of all consecutive patients with helical rim deformities treated with InfantEar TM Molding System. Amazon Mechanical Turk (MTurk) was used to survey blinded respondents using photographs of patients' ears to determine the degree of normalcy on a scale of 1 (not normal) to 10 (completely normal) before and after molding. Ratings of ears were compared using a pairedttest and percent improvement from baseline. Results: A total of 59 ears met criteria for evaluation by 497 MTurk respondents. Average age of patients at the time of treatment was 34.2 +/- 16.8 days and mean therapy duration was 31.3 +/- 13.1 days. A pairedttest analysis found that MTurk respondents identified significant improvement in 91.5% of ears (n = 54) (P < 0.05). The percent improvement in observed helical rim change was on average 82.7 +/- 61.1%. Conclusion: Ear molding is an effective and safe way to address helical rim deformities early in the neonatal period. The general public is able to recognize ears with rim deformities as abnormal, and appreciate the difference in architecture after molding. Crowdsourcing technology offers an opportunity to measure laypeople's perceptions regarding outcomes after ear molding.",,"[Patel, Viren; Mazzaferro, Daniel M.; Swanson, Jordan W.; Taylor, Jesse A.; Bartlett, Scott P.] Childrens Hosp Philadelphia, Div Plast Surg, Philadelphia, PA 19104 USA; [Bartlett, Scott P.] Childrens Hosp Philadelphia, Perelman Sch Med, Abrahamson Pediat Canc Ctr, Surg, 1st Floor,3615 Civ Ctr Blvd, Philadelphia, PA 19104 USA",,,,18th International Congress of the International-Society-of-Craniofacial-Surgery (ISCFS),"SEP 16-19, 2019",Int Soc Craniofacial Surg,"Paris, FRANCE",1,,,,,,,Surgery,WOS:000562524800072,
