PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM
J,"Protzko, John; Schooler, Jonathan W.",,,,,,,,No relationship between researcher impact and replication effect: an analysis of five studies with 100 replications,,,,,,,,PEERJ,,,,8,,,,,,e8014,10.7717/peerj.8014,,,MAR 24 2020,2020,"What explanation is there when teams of researchers are unable to successfully replicate already established 'canonical' findings? One suggestion that has been put forward, but left largely untested, is that those researchers who fail to replicate prior studies are of low 'expertise and diligence' and lack the skill necessary to successfully replicate the conditions of the original experiment. Here we examine the replication success of 100 scientists of differing 'expertise and diligence' who attempted to replicate five different studies. Using a bibliometric tool (h-index) as our indicator of researcher 'expertise and diligence', we examine whether this was predictive of replication success. Although there was substantial variability in replication success and in the h-factor of the investigators, we find no relationship between these variables. The present results provide no evidence for the hypothesis that systematic replications fail because of low `expertise and diligence' among replicators.",,"[Protzko, John; Schooler, Jonathan W.] Univ Calif Santa Barbara, Psychol & Brain Sci, Santa Barbara, CA 93106 USA; [Protzko, John] Univ Calif Santa Barbara, Psychol & Brain Sci, Santa Barbara, CA 93106 USA",,,,,,,,1,,,,,,,Multidisciplinary Sciences,WOS:000522046300001,
J,"Rychlowska, Magdalena; Vanderwert, Ross",,,,,,,,The Pacified Face: Early Embodiment Processes and the Use of Dummies,,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,11,,,,,,387,10.3389/fpsyg.2020.00387,,,MAR 13 2020,2020,"Few things affect us as much as facial expressions, as they inform us about others' feelings and intentions, thereby influencing our own emotions and behaviors. A substantial body of literature links the critical abilities of recognizing and understanding emotion displays with facial mimicry, a sensorimotor process involving rapid imitation of perceived expressions. For example, blocking or altering facial mimicry in adults leads to disruptions in judgments in emotion recognition or emotional language processing. The present review focuses on pacifier use in infancy, a common practice that has the potential to interfere with infants' facial movements in ways identical to laboratory paradigms designed to block facial mimicry. Despite this similarity and the widespread use of infant soothers, little is known about their long-term effects. Here we review studies exploring the psychological correlates and implications of pacifier use. In particular, we discuss how soothers may interfere with the development of social skills in infants and present evidence linking pacifier use with disrupted adults' mimicry of facial expressions displayed by infants. Other preliminary findings reveal negative correlations between the use of soothers and children's spontaneous facial mimicry as well as emotional competence of young adults. Such studies, although correlational, suggest that this widespread parenting practice may affect the development of social skills by influencing emotional coordination. We discuss the implications of these findings and propose avenues for future research that can provide insights into the role of embodied processes in the development of emotional competence and adult functioning.",,"[Rychlowska, Magdalena] Queens Univ Belfast, Sch Psychol, Belfast, Antrim, North Ireland; [Vanderwert, Ross] Cardiff Univ, Sch Psychol, Cardiff, Wales; [Rychlowska, Magdalena] Queens Univ Belfast, Sch Psychol, Belfast, Antrim, North Ireland; [Vanderwert, Ross] Cardiff Univ, Sch Psychol, Cardiff, Wales",,,,,,,,2,,,,,,,"Psychology, Multidisciplinary",WOS:000525581200001,
J,"Williams, Alexander J.; Botanov, Yevgeny; Kilshaw, Robyn E.; Wong, Ryan E.; Sakaluk, John Kitchener",,,,,,,,Potentially harmful therapies: A meta-scientific review of evidential value,,,,,,,,CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,,,,,,,,,,e12331,10.1111/cpsp.12331,,,,2020,"Lilienfeld (2007, Psychological treatments that cause harm. Perspectives on Psychological Science, 2, 53) identified a list of potentially harmful therapies (PHTs). Given concerns regarding the replicability of scientific findings, we conducted a meta-scientific review of Lilienfeld's PHTs to determine the evidential strength for harm. We evaluated the extent to which effects used as evidence of harm were as follows: (a) (in)correctly reported; (b) well-powered; (c) statistically significant at an inflated rate given their power; and (d) stronger compared with null effects of ineffectiveness or evidence of benefit, based on a Bayesian index of evidence. We found evidence of harm from some PHTs, though most metrics were ambiguous. To enhance provision of ethical and science-based care, a comprehensive reexamination of what constitutes evidence for claims of harm is necessary.",,"[Williams, Alexander J.] Univ Kansas, Lawrence, KS 66045 USA; [Botanov, Yevgeny] Penn State Univ, Dept Psychol, York, PA USA; [Kilshaw, Robyn E.] Univ Utah, Salt Lake City, UT USA; [Wong, Ryan E.; Sakaluk, John Kitchener] Univ Victoria, Dept Psychol, Victoria, BC, Canada; [Williams, Alexander J.] Univ Kansas, Dept Psychol, Regnier Hall 370B,12610 Quivira Rd, Overland Pk, KS 66213 USA",,,,,,,,1,,,,,,,"Psychology, Clinical",WOS:000562423300001,
J,"Borgomaneri, Sara; Bolloni, Corinna; Sessa, Paola; Avenanti, Alessio",,,,,,,,Blocking facial mimicry affects recognition of facial and body expressions,,,,,,,,PLOS ONE,,,,15,2,,,,,e0229364,10.1371/journal.pone.0229364,,,FEB 20 2020,2020,"Facial mimicry is commonly defined as the tendency to imitate-at a sub-threshold level-facial expressions of other individuals. Numerous studies support a role of facial mimicry in recognizing others' emotions. However, the underlying functional mechanism is unclear. A prominent hypothesis considers facial mimicry as based on an action-perception loop, leading to the prediction that facial mimicry should be observed only when processing others' facial expressions. Nevertheless, previous studies have also detected facial mimicry during observation of emotional bodily expressions. An emergent alternative hypothesis is that facial mimicry overtly reflects the simulation of an ""emotion"", rather than the reproduction of a specific observed motor pattern. In the present study, we tested whether blocking mimicry (""Bite"") on the lower face disrupted recognition of happy expressions conveyed by either facial or body expressions. In Experiment 1, we tested participants' ability to identify happy, fearful and neutral expressions in the Bite condition and in two control conditions. In Experiment 2, to ensure that such a manipulation selectively affects emotion recognition, we tested participants' ability to recognize emotional expressions, as well as the actors' gender, under the Bite condition and a control condition. Finally, we investigated the relationship between dispositional empathy and emotion recognition under the condition of blocked mimicry. Our findings demonstrated that blocking mimicry on the lower face hindered recognition of happy facial and body expressions, while the recognition of neutral and fearful expressions was not affected by the mimicry manipulation. The mimicry manipulation did not affect the gender discrimination task. Furthermore, the impairment of happy expression recognition correlated with empathic traits. These results support the role of facial mimicry in emotion recognition and suggest that facial mimicry reflects a global sensorimotor simulation of others' emotions rather than a muscle-specific reproduction of an observed motor expression.",,"[Borgomaneri, Sara; Bolloni, Corinna; Avenanti, Alessio] Univ Bologna, Alma Mater Studiorum, Ctr Studi & Ric Neurosci Cognit, Dipartimento Psicol, Campus Cesena, Rome, Italy; [Borgomaneri, Sara] IRCCS Fdn Santa Lucia, Rome, Italy; [Sessa, Paola] Univ Padua, Dipartimento Psicol Sviluppo & Socializzaz, Padua, Italy; [Sessa, Paola] PNC, Padua, Italy; [Avenanti, Alessio] Univ Catolica Maule, Ctr Invest Neuropsicol & Neurociencias Cognit, Talca, Chile; [Borgomaneri, Sara; Avenanti, Alessio] Univ Bologna, Alma Mater Studiorum, Ctr Studi & Ric Neurosci Cognit, Dipartimento Psicol, Campus Cesena, Rome, Italy; [Borgomaneri, Sara] IRCCS Fdn Santa Lucia, Rome, Italy; [Avenanti, Alessio] Univ Catolica Maule, Ctr Invest Neuropsicol & Neurociencias Cognit, Talca, Chile",,,,,,,,7,,,,,,,Multidisciplinary Sciences,WOS:000535224600029,
J,"Boayue, Nya Mehnwolo; Csifcsak, Gabor; Aslaksen, Per; Turi, Zsolt; Antal, Andrea; Groot, Josephine; Hawkins, Guy E.; Forstmann, Birte; Opitz, Alexander; Thielscher, Axel; Mittner, Matthias",,,,,,,,Increasing propensity to mind-wander by transcranial direct current stimulation? A registered report,,,,,,,,EUROPEAN JOURNAL OF NEUROSCIENCE,,,,51,3,,,755,780,,10.1111/ejn.14347,,,Feb-20,2020,"Transcranial direct current stimulation (tDCS) has been proposed to be able to modulate different cognitive functions. However, recent meta-analyses conclude that its efficacy is still in question. Recently, an increase in subjects' propensity to mind-wander has been reported as a consequence of anodal stimulation of the left dorsolateral prefrontal cortex (Axelrod et al., Proceedings of the National Academy of Sciences of the United States of America, 112, 2015). In addition, an independent group found a decrease in mind wandering after cathodal stimulation of the same region. These findings seem to indicate that high-level cognitive processes such as mind wandering can reliably be influenced by non-invasive brain stimulation. However, these previous studies used low sample sizes and are as such subject to concerns regarding the replicability of their findings. In this registered report, we implement a high-powered replication of Axelrod et al. (2015) finding that mind-wandering propensity can be increased by anodal tDCS. We used Bayesian statistics and a preregistered sequential-sampling design resulting in a total sample size of N = 192 participants collected across three different laboratories. Our findings show support against a stimulation effect on self-reported mind-wandering scores. The effect was small, in the opposite direction as predicted and not reliably different from zero. Using a Bayes Factor specifically designed to test for replication success, we found strong evidence against a successful replication of the original study. Finally, even when combining data from both the original and replication studies, we could not find evidence for an effect of anodal stimulation. Our results underline the importance of designing studies with sufficient power to detect evidence for or against behavioural effects of non-invasive brain stimulation techniques, preferentially using robust Bayesian statistics in preregistered reports.",,"[Boayue, Nya Mehnwolo; Csifcsak, Gabor; Aslaksen, Per; Groot, Josephine; Mittner, Matthias] Univ Tromso, Dept Psychol, Tromso, Norway; [Turi, Zsolt; Antal, Andrea] Univ Med Ctr Gottingen, Dept Clin Neurophysiol, Gottingen, Germany; [Groot, Josephine; Forstmann, Birte] Univ Amsterdam, Integrat Model Based Cognit Neurosci Res Unit, Amsterdam, Netherlands; [Hawkins, Guy E.] Univ Newcastle, Sch Psychol, Newcastle, NSW, Australia; [Opitz, Alexander] Univ Minnesota, Dept Biomed Engn, Minneapolis, MN USA; [Thielscher, Axel] Copenhagen Univ Hosp, Danish Res Ctr Magnet Resonance, Ctr Funct & Diagnost Imagine & Res, Hvidovre, Denmark; [Thielscher, Axel] Tech Univ Denmark, Dept Elect Engn, Lyngby, Denmark; [Mittner, Matthias] Univ Tromso, Dept Psychol, Tromso, Norway",,,,,,,,12,,,,,,,Neurosciences,WOS:000518886800006,
J,"Cervera Torres, Sergio; Ruiz Fernandez, Susana; Lachmair, Martin; Gerjets, Peter",,,,,,,,Coding valence in touchscreen interactions: hand dominance and lateral movement influence valence appraisals of emotional pictures,,,,,,,,PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,,,,84,1,,,23,31,,10.1007/s00426-018-0971-1,,,Feb-20,2020,"The Body-Specificity Hypothesis postulates that the space surrounding the dominant hand is perceived as positive due to the motor fluency of this hand, whereas the space surrounding the non-dominant hand is perceived as negative. Experimental studies based on this theoretical framework also revealed associations between affective valence and hand dominance (i.e., dominant hand-positive; non-dominant hand-negative), or lateral movements of the hands (i.e., right hand toward the right space-positive; left hand toward the left space-positive). Interestingly, these associations have not been examined with regard to how lateral actions of the hands may influence affective experiences as, for example, in valence appraisals of affective objects that have been manipulated. The study presented here has considered this question in light of the emerging interest of embodied cognition approaches to interactive technologies, particularly in affective experiences with touchscreen interfaces. Accordingly, right-handed participants evaluated the valence of positive and negative emotional pictures after interacting with them either with the dominant right or with the non-dominant left hand. Specifically, they moved the pictures either from left to right or from right to left sides of a touchscreen monitor. The results indicated that a valence matching between the hand used for the interactions, the picture's valence category, and the movement's starting side reinforced the valence appraisals of the pictures (i.e., positive/negative pictures were more positively/negatively evaluated). The findings are discussed against the background of the Theory of Event Coding, which accounts for both the affective properties of the stimuli and the affective connotation of the related action.",,"[Cervera Torres, Sergio; Ruiz Fernandez, Susana; Lachmair, Martin; Gerjets, Peter] Leibniz Inst Wissensmedien, Schleichstr 6, D-72076 Tubingen, Germany; [Cervera Torres, Sergio; Ruiz Fernandez, Susana; Gerjets, Peter] Eberhard Karls Univ Tubingen, LEAD Grad Sch & Res Network, Tubingen, Germany; [Cervera Torres, Sergio] Leibniz Inst Wissensmedien, Schleichstr 6, D-72076 Tubingen, Germany; [Cervera Torres, Sergio] Eberhard Karls Univ Tubingen, LEAD Grad Sch & Res Network, Tubingen, Germany",,,,,,,,2,,,,,,,"Psychology, Experimental",WOS:000511506700003,
J,"Phaf, R. Hans",,,,,,,,"Publish less, read more",,,,,,,,THEORY & PSYCHOLOGY,,,,30,2,,,263,285,9.59354E+14,10.1177/0959354319898250,,,Apr-20,2020,"A publication deluge has impeded rather than advanced theory in experimental psychology. Many researchers rely more on null-hypothesis significance testing than literature studies to determine whether results are worthwhile. Four problematic publication practices are symptomatic for the theoretical deficit: (a) reinventing the wheel, (b) the Proteus phenomenon, (c) mechanical (non) replications, and (d) the survival of discredited hypotheses. Remedies include the development of AI tools recommending semantically related references, mandatory hypothesizing before and after results are known, and theoretical syntheses guided by meta-analyses and process models. The nonlinear theoretical development shows parallels to the optimization procedure of biological evolution. Theoretical hypotheses rather than experimental results are the elementary units of science. The fittest theories may survive alongside the least fit because they are not made to compete in research publications. Even if publication practices improve, winning hypotheses will often represent local optima and still cannot be taken with absolute certainty.",,"[Phaf, R. Hans] Univ Amsterdam, Amsterdam Brain & Cognit Ctr ABC, Amsterdam, Netherlands; [Phaf, R. Hans] Univ Amsterdam, Brain & Cognit Grp, Dept Psychol, POB 15915, NL-1001 NK Amsterdam, Netherlands",,,,,,,,7,,,,,,,"Psychology, Multidisciplinary",WOS:000510538500001,
J,"Vesker, Michael; Bahn, Daniela; Kauschke, Christina; Neumann, Mareike; Sweitzer, Cecilia; Schwarzer, Gudrun",,,,,,,,Investigating the Effects of Embodiment on Emotional Categorization of Faces and Words in Children and Adults,,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,10,,,,,,2871,10.3389/fpsyg.2019.02871,,,JAN 15 2020,2020,"The facial feedback hypothesis (FFH) indicates that besides being involved in the production of facial expressions, the musculature of the face also influences one's perception of emotional stimuli. Recently, this effect has been the focus of increased scrutiny as efforts to replicate a key study with adult participants supporting this hypothesis, using the so-called ""pen-in-the-mouth"" task, have not been successful at several labs. Our series of experiments attempted to investigate whether the assumed embodiment effect can be reproduced in a simplified emotional categorization task for emotional faces and words. We also wanted to test whether the embodiment effect can be detected in children because it is assumed that their bodily processes are especially closely linked with their sensory and cognitive processes. Our experiments involved child and adult participants categorizing faces and words as positive or negative as quickly as possible, while inducing a positive or negative facial or bodily state (holding a straw in the mouth such that a smile or a frown was generated, or creating a positive or negative body posture). The positive or negative facial and bodily states could therefore be either congruent or incongruent with the valence of the target face and word stimuli. Our results did not show any significant differences between the congruent and incongruent conditions in either children or adults. This suggests that embodiment effects either do not significantly impact valence-based categorization or are not strong enough to be detected by our approach considering the sample size in the present study.",,"[Vesker, Michael; Neumann, Mareike; Sweitzer, Cecilia; Schwarzer, Gudrun] Univ Giessen, Dept Dev Psychol, Giessen, Germany; [Bahn, Daniela; Kauschke, Christina] Univ Marburg, Dept Clin Linguist, Marburg, Germany; [Vesker, Michael] Univ Giessen, Dept Dev Psychol, Giessen, Germany",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000509923200001,
J,"Liang, Yu; Shimokawa, Kazuma; Yoshida, Shigeo; Sugimori, Eriko",,,,,,,,"What ""Tears"" Remind Us of: An Investigation of Embodied Cognition and Schizotypal Personality Trait Using Pencil and Teardrop Glasses",,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,10,,,,,,2826,10.3389/fpsyg.2019.02826,,,JAN 10 2020,2020,"Facial expressions influence our experience and perception of emotions-they not only tell other people what we are feeling but also might tell us what to feel via sensory feedback. We conducted three experiments to investigate the interaction between facial feedback phenomena and different environmental stimuli, by asking participants to remember emotional autobiographical memories. Moreover, we examined how people with schizotypal traits would be affected by their experience of emotional facial simulations. We found that using a directed approach (gripping a pencil with teeth/lips) while remembering a specific autobiographical memory could successfully evoke participants' positive (e.g., happy and excited)/negative (e.g., angry and sad) emotions (i.e., Experiment 1). When using indirective environmental stimuli (e.g., teardrop glasses), the results of our experiments (i.e., Experiments 2 and 3) investigating facial feedback and the effect of teardrop glasses showed that participants who scored low in schizotypy reported little effect from wearing teardrop glasses, while those with high schizotypy reported a much greater effect in both between- and within-subject conditions. The results are discussed from the perspective of sense of ownership, which people with schizophrenia are believed to have deficits in.",,"[Liang, Yu; Shimokawa, Kazuma; Sugimori, Eriko] Waseda Univ, Grad Sch Human Sci, Tokyo, Japan; [Yoshida, Shigeo] Univ Tokyo, Cyber Interface Lab, Tokyo, Japan; [Sugimori, Eriko] Waseda Univ, Grad Sch Human Sci, Tokyo, Japan",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000509290900001,
J,"Marmolejo-Ramos, Fernando; Murata, Aiko; Sasaki, Kyoshiro; Yamada, Yuki; Ikeda, Ayumi; Hinojosa, Jose A.; Watanabe, Katsumi; Parzuchowski, Michal; Tirado, Carlos; Ospina, Raydonal",,,,,,,,Your Face and Moves Seem Happier When I Smile Facial Action Influences the Perception of Emotional Faces and Biological Motion Stimuli,,,,,,,,EXPERIMENTAL PSYCHOLOGY,,,,67,1,,,14,22,,10.1027/1618-3169/a000470,,,Jan-20,2020,"In this experiment, we replicated the effect of muscle engagement on perception such that the recognition of another's facial expressions was biased by the observer's facial muscular activity (Blaesi & Wilson, 2010). We extended this replication to show that such a modulatory effect is also observed for the recognition of dynamic bodily expressions. Via a multitab and within-subjects approach, we investigated the emotion recognition of point-tight biological walkers, along with that of morphed face stimuli, white subjects were or were not holding a pen in their teeth. Under the ""pen-in-the-teeth"" condition, participants tended to tower their threshold of perception of happy expressions in facial stimuli compared to the ""no-pen"" condition, thus replicating the experiment by Blaesi and Wilson (2010). A similar effect was found for the biological motion stimuli such that participants Lowered their threshold to perceive happy walkers in the pen-in-the-teeth condition compared to the no-pen condition. This pattern of results was also found in a second experiment in which the no-pen condition was replaced by a situation in which participants held a pen in their lips (""pen-in-tips"" condition). These results suggested that facial muscular activity alters the recognition of not only facial expressions but also bodily expressions.",,"[Marmolejo-Ramos, Fernando] Univ South Australia, Ctr Change & Complex Learning, 160 Currie St,David Pank Bldg DP1-02, Adelaide, SA 5000, Australia; [Murata, Aiko] NTT Commun Sci Labs, Kyoto, Japan; [Sasaki, Kyoshiro; Watanabe, Katsumi] Waseda Univ, Fac Sci & Engn, Tokyo, Japan; [Sasaki, Kyoshiro; Yamada, Yuki] Kyushu Univ, Fac Arts & Sci, Fukuoka, Japan; [Sasaki, Kyoshiro] Japan Soc Promot Sci, Tokyo, Japan; [Ikeda, Ayumi] Kyushu Univ, Grad Sch Human Environm Studies, Fukuoka, Japan; [Hinojosa, Jose A.] Univ Complutense Madrid, Inst Pluridisciplinar, Madrid, Spain; [Hinojosa, Jose A.] Univ Complutense Madrid, Dept Psicol Expt Proc Cognit & Logopedia, Madrid, Spain; [Hinojosa, Jose A.] Univ Nebrija, Fac Lenguas & Educ, Madrid, Spain; [Watanabe, Katsumi] Univ New South Wales, Art & Design, Kensington, NSW, Australia; [Parzuchowski, Michal] SWPS Univ Social Sci & Humanities, Ctr Res Cognit & Behav, Sopot, Poland; [Tirado, Carlos] Stockholm Univ, Dept Psychol, Gosta Ekman Lab, Stockholm, Sweden; [Ospina, Raydonal] Univ Fed Pernambuco, Dept Estat, CAST Lab, Recife, PE, Brazil; [Marmolejo-Ramos, Fernando] Univ South Australia, Ctr Change & Complex Learning, 160 Currie St,David Pank Bldg DP1-02, Adelaide, SA 5000, Australia",,,,,,,,0,,,,,,,"Psychology, Experimental",WOS:000540715100003,
J,"Marsh, Abigail A.; Rhoads, Shawn A.; Ryan, Rebecca M.",,,,,,,,A Multi-Semester Classroom Demonstration Yields Evidence in Support of the Facial Feedback Effect,,,,,,,,EMOTION,,,,19,8,,,1500,1504,,10.1037/emo0000532,,,Dec-19,2019,"The facial feedback effect refers to the influence of unobtrusive manipulations of facial behavior on emotional outcomes. That manipulations inducing or inhibiting smiling can shape positive affect and evaluations is a staple of undergraduate psychology curricula and supports theories of embodied emotion. Thus, the results of a Registered Replication Report indicating minimal evidence to support the facial feedback effect were widely viewed as cause for concern regarding the reliability of this effect. However, it has been suggested that features of the design of the replication studies may have influenced the study results. Relevant to these concerns are experimental facial feedback data collected from over 400 undergraduates over the course of 9 semesters. Circumstances of data collection met several criteria broadly recommended for testing the effect, including limited prior exposure to the facial feedback hypothesis, conditions minimally likely to induce self-focused attention, and the use of moderately funny contemporary cartoons as stimuli. Results yielded robust evidence in favor of the facial feedback hypothesis. Cartoons that participants evaluated while holding a pen or pencil in their teeth (smiling induction) were rated as funnier than cartoons they evaluated while holding a pen or pencil in their lips (smiling inhibition). The magnitude of the effect overlapped with original reports. Findings demonstrate that the facial feedback effect can be successfully replicated in a classroom setting and are in line with theories of emotional embodiment, according to which internal emotional states and relevant external emotional behaviors exert mutual influence on one another.",,"[Marsh, Abigail A.; Rhoads, Shawn A.; Ryan, Rebecca M.] Georgetown Univ, Dept Psychol, 37th & O St North West WGR 302B, Washington, DC 20016 USA; [Marsh, Abigail A.] Georgetown Univ, Dept Psychol, 37th & O St North West WGR 302B, Washington, DC 20016 USA",,,,,,,,9,,,,,,,"Psychology, Experimental",WOS:000500013700016,
J,"Dutilh, Gilles; Sarafoglou, Alexandra; Wagenmakers, Eric-Jan",,,,,,,,Flexible yet fair: blinding analyses in experimental psychology,,,,,,,,SYNTHESE,,,,,,,,,,,10.1007/s11229-019-02456-7,,,,2019,"The replicability of findings in experimental psychology can be improved by distinguishing sharply between hypothesis-generating research and hypothesis-testing research. This distinction can be achieved by preregistration, a method that has recently attracted widespread attention. Although preregistration is fair in the sense that it inoculates researchers against hindsight bias and confirmation bias, preregistration does not allow researchers to analyze the data flexibly without the analysis being demoted to exploratory. To alleviate this concern we discuss how researchers may conduct blinded analyses (MacCoun and Perlmutter in Nature 526:187-189, 2015). As with preregistration, blinded analyses break the feedback loop between the analysis plan and analysis outcome, thereby preventing cherry-picking and significance seeking. However, blinded analyses retain the flexibility to account for unexpected peculiarities in the data. We discuss different methods of blinding, offer recommendations for blinding of popular experimental designs, and introduce the design for an online blinding protocol.",,"[Dutilh, Gilles] Univ Basel Hosp, Basel, Switzerland; [Sarafoglou, Alexandra; Wagenmakers, Eric-Jan] Univ Amsterdam, Dept Psychol, Psychol Methods Grp, Nieuwe Achtergracht 129B, NL-1018 XE Amsterdam, Netherlands; [Wagenmakers, Eric-Jan] Univ Amsterdam, Dept Psychol, Psychol Methods Grp, Nieuwe Achtergracht 129B, NL-1018 XE Amsterdam, Netherlands",,,,,,,,2,,,,,,,History & Philosophy Of Science; Philosophy,WOS:000575377000001,
J,"Krpan, Dario; Fasolo, Barbara",,,,,,,,Revisiting embodied approach and avoidance effects on behavior: The influence of sitting posture on purchases of rewarding foods,,,,,,,,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,,,,85,,,,,,103889,10.1016/j.jesp.2019.103889,,,Nov-19,2019,"The body is central to theoretical understanding of approach and avoidance, but previous research comprehensively investigated the embodiment of the two motivational orientations only in relation to basic motor reactions such as push and pull, and psychological processes such as attitudes. Our research addresses the neglected impact on more sophisticated behaviors that go beyond psychological processes or basic motor responses. Specifically, in the present research we probed how leaning (approach) versus reclining (avoidance) influence a representative motivated behavior purchases of rewarding foods in the context of an online grocery shopping task. We also examined a personality Behavioral Activation System (BAS) and a situational construal level moderator of this effect. Across Studies 1 and 2, it was established that leaning made people spend more on rewarding foods compared to reclining, but only for individuals high in the drive component of BAS. In Study 3, leaning again enhanced purchases of rewarding foods, but only in a situation that induced low construal level. The moderated effects had strong evidential value across all three studies (as indicated by a p-curve analysis), yet the main effects were significant only in Studies 1 and 3. These findings underline the importance of adding personality and situational factors when examining the impact of bodily positions that activate approach and avoidance on motivated behavior such as food choice.",,"[Krpan, Dario] London Sch Econ & Polit Sci, Dept Psychol & Behav Sci, London WC2A 3LJ, England; [Fasolo, Barbara] London Sch Econ & Polit Sci, Dept Management, London, England; [Krpan, Dario] London Sch Econ & Polit Sci, Dept Psychol & Behav Sci, London WC2A 3LJ, England",,,,,,,,0,,,,,,,"Psychology, Social",WOS:000504512500023,
J,"Osborne-Crowley, Katherine; Wilson, Emily; De Blasio, Frances; Wearne, Travis; Rushby, Jacqueline; McDonald, Skye",,,,,,,,Subjective Emotional Experience and Physiological Responsivity to Posed Emotions in People With Traumatic Brain Injury,,,,,,,,NEUROPSYCHOLOGY,,,,33,8,,,1151,1162,,10.1037/neu0000580,,,Nov-19,2019,"Objective: Although the presence of empathy deficits following traumatic brain injury (TBI) is well established, there is a paucity of research investigating the underpinning mechanisms. This study investigated whether feedback from posed emotional expressions and psychophysiological responsivity, thought to play a role in emotional empathy, are impaired after TBI. Method: Thirty adults with TBI and 30 demographically matched healthy controls completed 2 feedback tasks while skin conductance and heart rate were recorded. In Feedback Task 1, participants assumed different emotional postures and rated how this made them feel. In Feedback Task 2, participants held a smile or frown while viewing neutral images and rated the pleasantness of each image. Results: Participants with TBI did not differ from controls in their subjective ratings in response to posed emotional expressions. However, we found reduced skin conductance responses to rapid facial manipulations and some evidence of altered physiological arousal to sad emotional postures in participants with TBI. Finally, there was no relationship between emotional empathy and facial feedback or physiological responsivity. Conclusions: We failed to replicate past research that demonstrated an impairment in the feedback effect in people with TBI. These normal subjective responses, though, were in the context of reduced psychophysiological responding to the posed expressions, suggesting that another mechanism can contribute to normal feedback effects after TBI. Finally, we did not find the expected relationship between the feedback effect and emotional empathy but may have been limited by the lower than expected rates of low emotional empathy in our sample.",,"[Osborne-Crowley, Katherine; Wilson, Emily; De Blasio, Frances; Wearne, Travis; Rushby, Jacqueline; McDonald, Skye] Univ New South Wales, Sch Psychol, Kensington, NSW, Australia; [Osborne-Crowley, Katherine; Wilson, Emily; De Blasio, Frances; Wearne, Travis; Rushby, Jacqueline; McDonald, Skye] UCL, Huntingtons Dis Ctr, Inst Neurol, Level 2,Russell Sq House, London WC1B 5EH, England; [Osborne-Crowley, Katherine] Univ New South Wales, Sch Psychol, Kensington, NSW, Australia; [Osborne-Crowley, Katherine] UCL, Huntingtons Dis Ctr, Inst Neurol, Level 2,Russell Sq House, London WC1B 5EH, England",,,,,,,,0,,,,,,,"Psychology, Clinical; Neurosciences; Psychology",WOS:000494295100011,
J,"Kuehne, Maria; Siwy, Isabelle; Zaehle, Tino; Heinze, Hans-Jochen; Lobmaier, Janek S.",,,,,,,,Out of Focus: Facial Feedback Manipulation Modulates Automatic Processing of Unattended Emotional Faces,,,,,,,,JOURNAL OF COGNITIVE NEUROSCIENCE,,,,31,11,,,1631,1640,,10.1162/jocn_a_01445,,,Nov-19,2019,"Facial expressions provide information about an individual's intentions and emotions and are thus an important medium for nonverbal communication. Theories of embodied cognition assume that facial mimicry and resulting facial feedback plays an important role in the perception of facial emotional expressions. Although behavioral and electrophysiological studies have confirmed the influence of facial feedback on the perception of facial emotional expressions, the influence of facial feedback on the automatic processing of such stimuli is largely unexplored. The automatic processing of unattended facial expressions can be investigated by visual expression-related MMN. The expression-related MMN reflects a differential ERP of automatic detection of emotional changes elicited by rarely presented facial expressions (deviants) among frequently presented facial expressions (standards). In this study, we investigated the impact of facial feedback on the automatic processing of facial expressions. For this purpose, participants (n = 19) performed a centrally presented visual detection task while neutral (standard), happy, and sad faces (deviants) were presented peripherally. During the task, facial feedback was manipulated by different pen holding conditions (holding the pen with teeth, lips, or nondominant hand). Our results indicate that automatic processing of facial expressions is influenced and thus dependent on the own facial feedback.",,"[Kuehne, Maria; Siwy, Isabelle; Zaehle, Tino; Heinze, Hans-Jochen] Otto von Guericke Univ, Magdeburg, Germany; [Zaehle, Tino; Heinze, Hans-Jochen] Ctr Behav Brain Sci, Magdeburg, Germany; [Lobmaier, Janek S.] Univ Bern, Bern, Switzerland; [Kuehne, Maria] Otto Von Guericke Univ, Dept Neurol, Leipziger Str 44, D-39120 Magdeburg, Germany",,,,,,,,2,,,,,,,"Neurosciences; Psychology, Experimental",WOS:000489746800003,
