firstCoder,secondCoder,doi,authors,pubYear,excluded,exclusionReason,articleType,citesReplication,citationClassificationOriginal,citationClassificationAgreed,counterArguments,evidenceCounter,evidenceVerbatim,methodsCounter,methodsVerbatim,expertiseCounter,expertiseVerbatim,UT
RT,TH,"NA","Schwarz, Norbert; Lee, Spike W. S.",2019,FALSE,"NA",No empirical data,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"Facilitating or impairing a person's bodily response to a stimulus also facilitates or impairs the person's affective experience of the stimulus. As Strack, Martin, and Stepper (1988) showed by varying the way in which participants held a pen in the mouth, a cartoon is perceived as funnier when the viewer's face can respond with a smile than when pursed lips inhibit a smile. This subtle manipulation proved less robust than expected in a large-scale replication effort (Waagenmakers et al., 2016) that included video recordings of participants’ faces to monitor their compliance with the procedures. However, being aware that one is being recorded is a powerful manipulation by itself (see Duval and Wicklund’s, 1972, work on objective self-awareness). Varying the presence vs. absence of a video recording, Noah, Mayo, and Schul (2017) found that the original Strack et al. (1988) findings replicated in the absence of a camera, but not when participants knew that they were being recorded.",NA,NA,WOS:000461333400011
RT,TH,10.1038/s41598-018-33119-1,"Lewis, Michael B.",2018,FALSE,"NA",Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,TRUE,"The common explanation for the effect that BTX has on mood derives from the facial feedback hypothesis12. This theory suggests that forming a facial expression strengthens the internal feeling of that expression. Demonstrations of this effect include that smiling causes a cartoon to seem funnier13. Although there has been a challenge to this original finding14, there have been many replications of the principle and a meta-analysis shows a robust facial-feedback effect15.",NA,NA,NA,NA,WOS:000446339400004
SC,TH,10.3389/fpsyg.2018.00998,"Hauser, David J.; Ellsworth, Phoebe C.; Gonzalez, Richard",2018,FALSE,"NA",No empirical data,TRUE,equivocal,equivocal,TRUE,NA,NA,TRUE,"""Because these questions can change people’s subsequent responses, including them in a replication limits a replicator’s ability to make claims about the reproducibility of the original study because the replicator has effectively run a different study.These issues have been raised in discussions of registered replications. A multi-lab preregistered replication of the famous “pen in mouth” study (Strack et al., 1988) failed to replicate the original effect that a pen held between the teeth (inducing a smile) causes participants to rate cartoons as being funnier than a pen held between lips (Wagenmakers et al., 2016). However, the replication project added a manipulation check to the original design. Unlike the original study, the replication also focused a video camera on the participants and informed them that researchers would be recording their actions in order to verify that they were following instructions correctly (steps 16 and 17 in protocol; Beek et al., 2015). Strack (2016) suggested that pointing a video camera at participants may have induced a focus on the self that could interfere with misattributing amusement to the cartoons. Lengthy arguments about the validity of the replication project pervaded discussions in Psychological Methods Facebook groups and academic Twitter. Recently, Noah et al. (2018) conducted another pre-registered replication of the facial feedback study, this time manipulating the presence vs. absence of the video camera. The facial feedback effect replicated with the camera absent, but did not replicate with the camera present. However, the interaction of camera × facial feedback was not conventionally significant, so many still debate whether the Wagenmakers et al. (2016) non-replication was due to the interference of the manipulation check or due to a genuine failure to replicate the original effect. However, one thing is certain: adding a manipulation check to a replication project that was not present in the original study can cause others to question the relevance of the replication’s results to the reproducibility of the original effect.",NA,NA,WOS:000435853400001
MN,SC,10.1037/pspa0000121,"Noah, Tom; Schul, Yaacov; Mayo, Ruth",2018,FALSE,"NA",Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"1: In the current research we suggest that the diminished reliance on internal cues when one feels observed can inform the recent discussion about the facial-feedback effect (Strack, Martin, & Stepper, 1988) and its failed replication attempts (Wagenmakers et al., 2016).              2: Accordingly, we propose that the two sets of findings, namely the presence of the facial-feedback effect under the conditions of the original experiment (Strack et al., 1988) and its absence under the conditions of the replication experiments (Wagenmakers et al., 2016), are not contradictory. Rather, they are consistent with the influence of feeling observed on people’s reliance on their inner cues.                3: Our results suggest that the original findings of a facial feedback effect (Strack et al., 1988) and the null effect in the replication studies (Wagenmakers et al., 2016) are not contradictory: The facial-feedback effect was present when the camera was absent and participants were not concerned with performance monitoring; The effect diminished when the participants’ performance was recorded and participants were warned that their performance was being monitored. Put differently, our findings are consistent with the conjecture that the replication study included a procedural variation (i.e., a presence of a camera) that influenced the effect in question",NA,NA,WOS:000430423100001
SC,MN,10.1007/s10919-017-0264-1,"Soderkvist, Sven; Ohlen, Kajsa; Dimberg, Ulf",2018,FALSE,"NA",Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,TRUE,"3: It is also important to note, as Wagenmakers et al. (2016) do as well, that the failed replication does not mean a general refutation of the facial feedback hypothesis. Indeed, as the results of the present study also suggest, facial feedback effects have been demonstrated in numerous studies that cover a wide range of different methods.",TRUE,"1: ""However, it is necessary to note that holding a pen between the lips, and thereby activating the orbicularis oris, does not constitute a complete and valid expression of anger (Ekman and Friesen 1975; Hjortsj√∂ 1970). An essential part of expressing anger is to frown and this action was not included in the study by Strack et al. (1988), and by extension not in the replication effort (Wagenmakers et al. 2016). Therefore, it is unclear if it is effective enough to compare these two muscle groups to each other, since it is possible that the rated funniness had been lower if the participants had also been instructed to frown to the cartoons."" 2: ""The effort by Wagenmakers et al. (2016) to replicate the well-known feedback study by Strack et al. (1988) is the largest and most ambitious replication study of facial feedback to this day. As discussed earlier, they could not replicate the original results which questions the original study, but it should also be noted that some of the methodological choices made in the replication study have been questioned by Strack (2016).""",NA,NA,WOS:000425296000007
SC,MN,10.1007/s10936-017-9522-y,"Tillman, Richard; Louwerse, Max",2018,FALSE,"NA",Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,TRUE,"Recently, a more dramatic explanation has emerged, raising doubt on the facial feedback hypothesis itself. Seventeen independent direct replications of the Strack et al. procedure did not yield evidence for a facial feedback effect (Wagenmakers et al. 2016). Thus, perhaps the lack of significance in Experiment 2 is due to not having a sufficiently strong context in which to present an embodied task. However, since Wagenmakers et al. acknowledge that the lack of replication does not necessarily negate all evidence that there can be an effect of facial feedback, we suggest that future studies could utilize a number of methods that can elicit a more embodied approach.",NA,NA,NA,NA,WOS:000424220500009
SC,MN,10.1146/annurev-psych-122216-011836,"Nelson, Leif D.; Simmons, Joseph; Simonsohn, Uri",2018,FALSE,"NA",No empirical data,TRUE,unfavourable,unfavourable,TRUE,NA,NA,TRUE,"Even when the original design and the replication design are strictly identical, people may debate whether they are psychologically identical. For example, Doyen et al. (2012) failed to replicate the seminal study by Bargh et al. (1996), in which US participants primed with words associated with the elderly were reported to have walked more slowly when exiting the experiment. Stroebe & Strack (2014, p. 62), citing differences in the times and locations of the studies, wrote, “it is also possible that the concept of ‘walking slowly’ is not a central part of the stereotype of [the] elderly in Belgium some 20 years later.” Similarly, when a registered replication report (Wagenmakers et al. 2016) failed to replicate Strack et al.’s (1988) finding that participants evaluate cartoons as funnier when biting a pencil in a way that makes them smile, Strack (2016, p. 929) responded that “despite the [similar] obtained ratings of funniness [M = 4.73 in original, M = 4.59 in replication], it must be asked if Gary Larson’s The Far Side cartoons [used in these studies] that were iconic for the zeitgeist of the 1980s instantiated similar psychological conditions 30 years later.”",NA,NA,WOS:000424143700022
SC,MN,10.1111/ejop.12233,"Cochrane, Tom",2017,FALSE,"NA",No empirical data,TRUE,favourable,favourable,TRUE,TRUE,"One striking piece of evidence in favour of Laird’s claim is the observation that some people are more susceptible than others to what is known as the ‘facial feedback’ effect.18 FOOTNOTE: It should be noted that given a recent replication failure of one of the original experiments supporting facial feedback (Wagenmakers et al. (2016) replicating Strack, Martin & Stepper 1988), this phenomenon is currently under doubt. However, Laird draws together a wide variety of data confirming the existence of this effect, in addition to making some useful qualifications about individual variability.",NA,NA,NA,NA,WOS:000423213900029
SC,MN,10.1016/j.neubiorev.2017.05.013,"Prochazkova, Eliska; Kret, Mariska E.",2017,FALSE,"NA",No empirical data,TRUE,favourable,favourable,TRUE,TRUE,"In summary, although mimicry research has been very informative, a careful test for a causal relationship between mimicry and emotion recognition is far from established and is an important issue to be addressed in future research. Despite a growing body of literature, the empirical support for the role of mimicry in emotion processing has remained controversial (Bogart and Matsumoto, 2010, Wagenmakers et al., 2016). We propose that is partly because the underlying mechanisms of emotional contagion remain largely elusive and not very well integrated.",NA,NA,NA,NA,WOS:000416879800008
SC,MN,10.1016/j.concog.2017.05.006,"Kaiser, Jakob; Davey, Graham C. L.",2017,FALSE,"NA",Empirical data - laboratory study,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000406992100003
SC,MN,10.3389/fpsyg.2017.00702,"Strack, Fritz",2017,FALSE,"NA",No empirical data,TRUE,favourable,favourable,TRUE,NA,NA,NA,NA,TRUE,"In contrast, what is informative for replications? Not that the original finding has been replicated, but that it has been “overturned.” Even if the editors' bias (Gertler, 2016) bias is controlled by preregistration, overturned findings are more likely to attract readers' attention and to get cited. In a scientific debate, both tendencies contribute to a critical evaluation that may create new insights. However, there is an important difference between these two biases in that a positive effect can only be obtained by increasing the systematic variance and/or decreasing the error variance. Typically, this requires experience with the subject matter and some effort in controlling unwanted influences, while this may also create some undesired biases. In contrast, to overturn the original result, it is sufficient to decrease the systematic variance and to increase the error. In other words, it is easier to be successful at non-replications while it takes expertise and diligence to generate a new result in a reliable fashion. If this is the case, it should be reflected in measures of academic achievement, e.g., in the h-index or in the number of previous publications. Although, the last word is not yet spoken, data from Gertler (2016) and Bench et al. (2017) suggest that this asymmetry may be empirically founded.",WOS:000401357900001
MN,TH,10.1111/mila.12203,"Shapiro, Lawrence A.",2019,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000458335300001
MN,TH,10.1080/00224545.2018.1454881,"Koerner, Anita; Strack, Fritz",2019,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000455200000008
MN,TH,"NA","Milkowski, Marcin",2019,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000463261700025
MN,TH,10.1097/DSS.0000000000001613,"Dayan, Steven H.; Bacos, Jonathan T.; Gandhi, Nimit D.; Ho, Thuy-Van T.; Kalbag, Arjun",2019,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000462415200013
MN,TH,"NA","Krosnick, Jon A.; Judd, Charles M.; Wittenbrink, Bernd",2019,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000461333400002
MN,TH,"NA","Clore, Gerald L.; Schnall, Simone",2019,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000461333400006
MN,TH,"NA","Wegener, Duane T.; Clark, Jason K.; Petty, Richard E.",2019,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000461333400007
MN,TH,"NA","Wyer, Robert S., Jr.",2019,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000461333400008
RT,TH,10.1016/j.acclit.2018.03.006,"Olsen, Carmen; Gold, Anna",2018,TRUE,Cited in references but not in text,No empirical data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000448608400008
RT,TH,10.1016/j.biopsycho.2018.10.012,"Smith, Ryan; Killgore, William D. S.; Alkozei, Anna; Lane, Richard D.",2018,FALSE,"NA",No empirical data,FALSE,equivocal,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000451216000014
RT,TH,10.1177/1368431017736995,"Ringmar, Erik",2018,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000446200100003
RT,TH,10.1093/jcr/ucy013,"Van Kerckhove, Anneleen; Pandelaere, Mario",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000449045700009
SC,TH,10.1111/etho.12207,"Seligman, Rebecca",2018,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000443682400007
SC,TH,10.1177/0956797618765477,"de la Rosa, Stephan; Fademrecht, Laura; Buelthoff, Heinrich H.; Giese, Martin A.; Curio, Cristobal",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,equivocal,equivocal,NA,NA,NA,NA,NA,NA,NA,WOS:000441286400005
SC,TH,10.1016/j.tate.2018.05.008,"Taxer, Jamie L.; Gross, James J.",2018,FALSE,"NA",Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000436650300016
SC,TH,10.3389/fnins.2018.00463,"Luo, Siyang; Zhang, Xiao",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,unfavourable,unfavourable,NA,NA,NA,NA,NA,NA,NA,WOS:000437893700002
SC,TH,10.1016/j.neuropsychologia.2017.08.018,"Hsu, Chun-Ting; Sims, Thomas; Chakrabarti, Bhismadev",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000443791400008
SC,TH,10.1002/ijop.12371,"Wang, Jingjing; Li, Weijian; Li, Xinyu; Li, Ping; Zhang, Yuchi; Jia, Xiaoyu; Chen, Yue; Vanhoy, Mickie; Sun, Binghai",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000433577700004
SC,TH,10.1016/j.jesp.2017.12.005,"Nayakankuppam, Dhananjay; Priester, Joseph R.; Kwon, Jae Hwan; Donovan, Leigh Anne Novak; Petty, Richard E.",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000432508900006
MN,SC,10.3389/fnhum.2018.00174,"Osypiuk, Kamila; Thompson, Evan; Wayne, Peter M.",2018,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000431230000001
MN,SC,10.1026/1612-5010/a000220,"Fritsch, Julian; Elbe, Anne-Marie; Hatzigeorgiadis, Antonis",2018,TRUE,No access,No empirical data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000452414400004
SC,MN,10.1093/scan/nsy005,"Jospe, Karine; Floeel, Agnes; Lavidor, Michal",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000427017200007
SC,MN,10.1007/s11097-017-9508-0,"Fridland, Ellen; Wiers, Corinde E.",2018,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000419995900002
SC,MN,10.1016/j.copsyc.2017.04.015,"Huesmann, L. Rowell",2018,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000419561300023
SC,MN,10.3389/fpsyg.2017.02278,"Deng, Huan; Hu, Ping",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000419400200001
SC,MN,"NA","Sherman, Nancy",2018,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000462566800003
SC,MN,10.1109/ICTAI.2018.00159,"Saggese, Davide; Cordasco, Gennaro; Maldonato, Mauro N.; Bourbakis, Nikolaos; Vinciarelli, Alessandro; Esposito, Anna",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000457750200149
SC,MN,10.1155/2018/5741941,"Prenger, Margaret T. M.; MacDonald, Penny A.",2018,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000451205500001
SC,MN,10.5127/pr.035714,"Gjelsvik, Bergljot; Lovric, Darko; Williams, J. Mark G.",2018,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000446859400010
SC,MN,10.1080/02134748.2018.1483623,"Santos, David; Stavraki, Maria; Gandarillas, Beatriz; Cancela, Ana; Brinol, Pablo",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000441736200003
SC,MN,10.1159/000488103,"Borg, Celine; Bouazza, Zineb; Godeau, Marielle; Getenet, Jean-Claude; Chainay, Hanna",2018,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000437469600003
SC,MN,10.1075/rcl.00004.gib,"Gibbs, Raymond W., Jr.; Samermit, Patrawat; Karzmark, Christopher R.",2018,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000435611300004
SC,MN,10.1080/14675986.2017.1405536,"Bar Shalom, Yehuda; Grebelsy-Lichtman, Tsfira; Alayan, Fatima",2018,FALSE,"NA",Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000430970000009
SC,MN,10.1075/target.14124.coh,"Cohen, Imogen",2018,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000429774900002
SC,MN,10.1093/jopart/mux028,"Eldor, Liat",2018,FALSE,"NA",Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000428114500006
SC,MN,10.1026/0033-3042/a000384,"Gloeckner, Andreas; Fiedler, Susann; Renkewitz, Frank",2018,TRUE,Non-English language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000419334000003
SC,MN,"NA",He Huibin,2017,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000419765400006
SC,MN,10.1016/j.jsp.2017.07.004,"King, Ronnel B.; Datu, Jesus Alfonso",2017,FALSE,"NA",Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000417660900009
SC,MN,10.3389/fpsyg.2017.02097,"Ueda, Yoshiyuki; Nagoya, Kie; Yoshikawa, Sakiko; Nomura, Michio",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000416818100002
SC,MN,10.1016/j.psychres.2017.08.090,"Shenaar-Golan, Vered; Wald, Nava; Yatzkar, Uri",2017,FALSE,"NA",Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000416184500077
SC,MN,10.1007/s11097-016-9477-8,"Schiavio, Andrea; van der Schyff, Dylan; Cespedes-Guevara, Julian; Reybrouck, Mark",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000412916400002
SC,MN,10.1016/j.foodqual.2017.04.005,"Prescott, John",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000411298600042
SC,MN,10.3389/fpsyg.2017.01546,"Zhou, Yanyun; Zhang, Yifei; Hommel, Bernhard; Zhang, Hao",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000411928000001
SC,MN,10.1002/jls.21519,"Sacavem, Antonio; Martinez, Luis F.; da Cunha, Joao Vieira; Abreu, Ana Maria; Johnson, Stefanie K.",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000418714400003
SC,MN,10.1016/j.appet.2017.05.037,"Schmidt, Jennifer; Martin, Alexandra",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000405972700062
SC,MN,10.3389/fpsyg.2017.01277,"Weis, Patrick P.; Herbert, Cornelia",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000408200500001
SC,MN,10.1037/emo0000284,"Rice, Elise L.; Fredrickson, Barbara L.",2017,FALSE,"NA",Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000423033000007
SC,MN,"NA","Vallejo-Trujillo, Stella",2017,TRUE,Non-English language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000428242600002
SC,MN,10.3389/fpsyg.2017.00945,"Nowak, Andrzej; Vallacher, Robin R.; Zochowski, Michal; Rychwalska, Agnieszka",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000403137300001
SC,MN,10.1111/bjso.12183,"Brinol, Pablo; Petty, Richard E.; Belding, Jennifer",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000405296100003
SC,MN,10.1037/xlm0000358,"Cardwell, Brittany A.; Newman, Eryn J.; Garry, Maryanne; Mantonakis, Antonia; Beckett, Randi",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000402136600008
SC,MN,10.1016/j.jesp.2016.12.010,"Cai, Fengyan; Yang, Zhiyong; Wyer, Robert S., Jr.; Xu, Alison Jing",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000397366500007
SC,MN,10.1026/1612-5010/a000193,"Eberhard-Kaechele, Marianne",2017,TRUE,Non-English language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000411026000004
SC,MN,10.1016/j.jcps.2016.08.008,"Rotman, Jeff D.; Lee, Seung Hwan (Mark); Perkins, Andrew W.",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000398756200002
SC,MN,10.3389/fpsyg.2017.00220,"Guendelman, Simon; Medeiros, Sebastian; Rampes, Hagen",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000395448000001
