PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM
J,"Haun, Verena C.; Nuebold, Annika; Rigotti, Thomas",,,,,,,,Being Mindful at Work and at Home: A Diary Study on Predictors and Consequences of Domain-Specific Mindfulness,,,,,,,,JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY,,,,25,5,,,315,329,,10.1037/ocp0000263,,,Oct-20,2020,"Although previous research on mindfulness predominantly focused on benefits of mindfulness, this study investigates quantitative and emotional demands as contextual antecedents of mindful awareness and acceptance both in the work and home domains. In addition, we examine goal attainment and satisfaction in the work and home domains as consequences of mindful awareness and acceptance. Results of a diary study across 5 workdays with 2 daily measurement occasions among 233 employees revealed that both in the work and home domains, quantitative demands were positively associated with awareness, but not with acceptance, whereas emotional demands were positively associated with acceptance, but not with awareness. Awareness and acceptance were both associated with increased goal attainment and satisfaction in both life domains. We did not find strong evidence for cross-domain relations between demands and mindfulness on the one hand and between mindfulness and goal attainment and satisfaction on the other hand. In sum, this study contributes to a more comprehensive understanding of mindfulness by shedding light on contextualized forms of mindfulness and considering both the awareness and acceptance facets of mindfulness and their contextual predictors and consequences.",,"[Haun, Verena C.; Rigotti, Thomas] Johannes Gutenberg Univ Mainz, Inst Psychol, Wallstr 3, D-55122 Mainz, Germany; [Nuebold, Annika] Maastricht Univ, Fac Psychol & Neurosci, Maastricht, Netherlands; [Rigotti, Thomas] Leibniz Inst Resilience Res, Mainz, Germany; [Haun, Verena C.] Johannes Gutenberg Univ Mainz, Inst Psychol, Wallstr 3, D-55122 Mainz, Germany",,,,,,,,0,,,,,,,"Public, Environmental & Occupational Health; Psychology, Applied",WOS:000580441400002,
J,"Rusz, Dorottya; Le Pelley, Mike E.; Kompier, Michiel A. J.; Mait, Leon; Bijleveld, Erik",,,,,,,,Reward-Driven Distraction: A Meta-Analysis,,,,,,,,PSYCHOLOGICAL BULLETIN,,,,146,10,,,872,899,,10.1037/bul0000296,,,Oct-20,2020,"People have a strong tendency to attend to reward cues, even if these cues are irrelevant to their current goal or their current task. When reward cues are goal-irrelevant, their presence may impair cognitive performance. In this meta-analysis, we quantitatively examined the rapidly growing literature on the impact of reward-related distractors on cognitive performance. We included 91 studies (N = 2,362) that used different cognitive paradigms (e.g., visual search, conflict processing) and reward-related stimuli (e.g., money, attractive food). Overall, results showed that reward-related distractors impaired cognitive performance across different tasks and stimuli, with a small effect size (standardized mean change = .347). Between-study heterogeneity was large, suggesting that researchers can plausibly expect to sometimes find reversed effects (i.e., reward-related distractors boosting performance). We further showed that the average reward-driven distraction effect was robust across different reward-learning mechanisms, contexts, and methodological choices, and that this effect existed regardless of explicit task instructions to ignore distractors. In sum, the findings of this meta-analysis support the notion that cognitive processes can be thwarted by reward cues. We discuss these findings against the background of distraction-related phenomena as they are studied in clinical, educational, and work psychology.",,"[Rusz, Dorottya; Kompier, Michiel A. J.; Mait, Leon; Bijleveld, Erik] Radboud Univ Nijmegen, Behav Sci Inst, POB 9104, NL-6500 HE Nijmegen, Netherlands; [Le Pelley, Mike E.] UNSW Sydney, Sch Psychol, Sydney, NSW, Australia; [Rusz, Dorottya] Univ Glasgow, Inst Neurosci & Psychol, Glasgow, Lanark, Scotland; [Mait, Leon] Princeton Univ, Dept Psychol, Princeton, NJ 08544 USA; [Bijleveld, Erik] Radboud Univ Nijmegen, Behav Sci Inst, POB 9104, NL-6500 HE Nijmegen, Netherlands",,,,,,,,1,,,,,,,"Psychology; Psychology, Multidisciplinary",WOS:000572853700002,
J,"Olsson-Collentine, Anton; Wicherts, Jelte M.; van Assen, Marcel A. L. M.",,,,,,,,Heterogeneity in Direct Replications in Psychology and Its Association With Effect Size,,,,,,,,PSYCHOLOGICAL BULLETIN,,,,146,10,,,922,940,,10.1037/bul0000294,,,Oct-20,2020,"We examined the evidence for heterogeneity (of effect sizes) when only minor changes to sample population and settings were made between studies and explored the association between heterogeneity and average effect size in a sample of 68 meta-analyses from 13 preregistered multilab direct replication projects in social and cognitive psychology. Among the many examined effects, examples include the Stroop effect, the ""verbal overshadowing"" effect, and various priming effects such as ""anchoring"" effects. We found limited heterogeneity; 48/68 (71%) meta-analyses had nonsignificant heterogeneity, and most (49/68; 72%) were most likely to have zero to small heterogeneity. Power to detect small heterogeneity (as defined by Higgins, Thompson, Deeks, & Altman, 2003) was low for all projects (mean 43%), but good to excellent for medium and large heterogeneity. Our findings thus show little evidence of widespread heterogeneity in direct replication studies in social and cognitive psychology, suggesting that minor changes in sample population and settings are unlikely to affect research outcomes in these fields of psychology. We also found strong correlations between observed average effect sizes (standardized mean differences and log odds ratios) and heterogeneity in our sample. Our results suggest that heterogeneity and moderation of effects is unlikely for a 0 average true effect size, but increasingly likely for larger average true effect size.",,"[Olsson-Collentine, Anton; Wicherts, Jelte M.; van Assen, Marcel A. L. M.] Tilburg Univ, Dept Methodol & Stat, Warandelaan 2, NL-5037 AB Tilburg, Netherlands; [van Assen, Marcel A. L. M.] Univ Utrecht, Dept Sociol, Utrecht, Netherlands; [Olsson-Collentine, Anton] Tilburg Univ, Dept Methodol & Stat, Warandelaan 2, NL-5037 AB Tilburg, Netherlands",,,,,,,,0,,,,,,,"Psychology; Psychology, Multidisciplinary",WOS:000572853700004,
J,"Carruthers, Peter",,,,,,,,Explicit nonconceptual metacognition,,,,,,,,PHILOSOPHICAL STUDIES,,,,,,,,,,,10.1007/s11098-020-01557-1,,,,2020,"The goal of this paper is to explore forms of metacognition that have rarely been discussed in the extensive psychological and philosophical literatures on the topic. These would comprise explicit (as opposed to merely implicit or procedural) instances of meta-representation of some set of mental states or processes in oneself, but without those representations being embedded in anything remotely resembling a theory of mind, and independent of deployment of any sort of concept-like representation of the mental. Following a critique of some extant suggestions made by Nicholas Shea, the paper argues that appraisals of the value of cognitive effort involve the most plausible instances of this kind of metacognition.",,"[Carruthers, Peter] Univ Maryland, Dept Philosophy, College Pk, MD 20912 USA; [Carruthers, Peter] Univ Maryland, Dept Philosophy, College Pk, MD 20912 USA",,,,,,,,0,,,,,,,Philosophy,WOS:000573192500001,
J,"Iso-Ahola, Seppo E.",,,,,,,,Replication and the Establishment of Scientific Truth,,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,11,,,,,,2183,10.3389/fpsyg.2020.02183,,,SEP 16 2020,2020,"The idea of replication is based on the premise that there are empirical regularities or universal laws to be replicated and verified, and the scientific method is adequate for doing it. Scientific truth, however, is not absolute but relative to time, context, and the method used. Time and context are inextricably intertwined in that time (e.g., Christmas Day vs. New Year's Day) creates different contexts for behaviors and contexts create different experiences of time, rendering psychological phenomena inherently variable. This means that internal and external conditions fluctuate and are different in a replication study vs. the original. Thus, a replication experiment is just another empirical investigation in an ongoing effort to establish scientific truth. Neither the original nor a replication is the final arbiter of whether or not something exists. Discovered patterns need not be permanent laws of human behavior proven by the pinpoint statistical verification through replication. To move forward,phenomenon replicationsare needed to investigate phenomena in different ways, forms, contexts, and times. Such investigations look at phenomena not just in terms the magnitude of their effects but also by their frequency, duration, and intensity in labs and real life. They will also shed light on the extent to which lab manipulations may make many phenomena subjectively conscious events and effects (e.g., causal attributions) when they are nonconsciously experienced in real life, or vice versa. As scientific knowledge in physics is temporary and incomplete, should it be any surprise that science can only provide ""temporary winners"" for psychological knowledge of human behavior?",,"[Iso-Ahola, Seppo E.] Univ Maryland, Sch Publ Hlth, Dept Kinesiol, College Pk, MD 20742 USA; [Iso-Ahola, Seppo E.] Univ Maryland, Sch Publ Hlth, Dept Kinesiol, College Pk, MD 20742 USA",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000576283300001,
J,"Bertrams, Alex",,,,,,,,A Schema-Activation Approach to Failure and Success in Self-Control,,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,11,,,,,,2256,10.3389/fpsyg.2020.02256,,,SEP 15 2020,2020,"Numerous studies confirm the so-called ego depletion effect (i.e., self-control is impaired after an initial unrelated self-control task). During recent years, the criticism on this limited-resource approach to willpower has increased, and alternative models have been developed. I argue that the existing models cannot explain the variety of results found in the ego depletion literature and introduce theschema model of self-control. Referring to related schema conceptions (i.e., illness schemas and emotion schemas), I posit that the processes that cause ego depletion effects occur around the activation of the fatigue/decreased vitality schema. This schema becomes activated via the registration of behavioral and physiological changes related to exercising self-control. The activation of the schema should instigate the motivation to conserve energy and, therefore, cause reduced effort and decreased performance in a subsequent self-control task. Moderator variables (e.g., energy supply) should influence the (non)activation of the fatigue/decreased vitality schema or its consequences.",,"[Bertrams, Alex] Univ Bern, Inst Sci Educ, Educ Psychol Lab, Bern, Switzerland; [Bertrams, Alex] Univ Bern, Inst Sci Educ, Educ Psychol Lab, Bern, Switzerland",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000576205200001,
J,"Zhang, Xiaobin; Peng, Cheng",,,,,,,,Ego-depletion and increased stereotyping of the older adults as forgetful in the Chinese culture,,,,,,,,JOURNAL OF PSYCHOLOGY IN AFRICA,,,,30,5,,,427,432,,10.1080/14330237.2020.1821306,,,SEP 2 2020,2020,"The stereotype that older adults are forgetful is pervasive and leads to age-related prejudice and discrimination. We aimed to explore the influence of ego-depletion on forgetful stereotyping of older adults. Our participants were 65 adult college students (females = 23, mean age = 21.5 years, SD = 0.19 years). They engaged in ego-depletion/non-depletion tasks and stereotype self-report measures successively. Using a Stroop mismatch test and task measuring the level of stereotyping the older adults as forgetful, our findings following t-test between group comparison indicated individuals in a state of ego-depletion would judge the older adults as more forgetful than those not in this state. This result suggests that ego-depletion is related to increased stereotyping of the older adults as forgetful.",,"[Zhang, Xiaobin] Shaanxi Normal Univ, Sch Psychol, Xian, Peoples R China; [Peng, Cheng] Northwest Normal Univ, Sch Psychol, Lanzhou, Peoples R China; [Zhang, Xiaobin] Shaanxi Normal Univ, Sch Psychol, Xian, Peoples R China",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000581124500008,
J,"Greiff, Samuel; van der Westhuizen, Lindie; Mund, Marcus; Rauthmann, John F.; Wetzel, Eunike",,,,,,,,Introducing New Open Science Practices at EJPA,,,,,,,,EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,,,,36,5,,,717,720,,10.1027/1015-5759/a000628,,,Sep-20,2020,,,"[Greiff, Samuel; van der Westhuizen, Lindie] Univ Luxembourg, Inst Cognit Sci & Assessment COSA, 2 Ave Univ, L-4365 Esch Sur Alzette, Luxembourg; [Mund, Marcus] Friedrich Schiller Univ Jena, Jena, Germany; [Rauthmann, John F.] Bielefeld Univ, Bielefeld, Germany; [Wetzel, Eunike] Univ Koblenz Landau, Mainz, Germany; [Greiff, Samuel] Univ Luxembourg, Inst Cognit Sci & Assessment COSA, 2 Ave Univ, L-4365 Esch Sur Alzette, Luxembourg",,,,,,,,0,,,,,,,"Psychology, Applied",WOS:000595143100001,
J,"Soutschek, Alexander; Tobler, Philippe N.",,,,,,,,Know Your Weaknesses: Sophisticated Impulsiveness Motivates Voluntary Self-Restrictions,,,,,,,,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,,,,46,9,,,1611,1623,,10.1037/xlm0000833,,,Sep-20,2020,"Restricting one's access to temptations (precommitment) facilitates the achievement of long-term goals. The sophisticated impulsiveness model of precommitment posits that impulsive agents who are aware that they are impulsive should show the strongest preference for precommitment. Empirically however, two central predictions of this theoretical notion remained untested: whether impulsiveness causally drives the demand for precommitment and whether the willingness to precommit depends on metacognitive awareness of one's impulsiveness. here, we tested these predictions in three independent experiments. Participants performed a delay discounting task in which they could precommit to larger-later rewards. The results of Experiment 1 provide causal evidence that reducing impulse control capacities increases precommitment demand. Moreover. Experiments 2 and 3 support the hypothesis that meta-cognitive awareness of one's impulsiveness moderates the relationship between impulsiveness and precommitment. Together, our data put the sophisticated impulsiveness model of precommitment on strong empirical foundations.",,"[Soutschek, Alexander] Ludwig Maximilian Univ Munich, Dept Psychol, Leopoldstr 13, D-80802 Munich, Germany; [Soutschek, Alexander] Univ Zurich, Zurich Ctr Neuroecon, Dept Econ, Zurich, Switzerland; [Tobler, Philippe N.] Univ Zurich, Zurich Ctr Neuroecon, Neurosci Ctr Zurich, Dept Econ, Zurich, Switzerland; [Tobler, Philippe N.] Swiss Fed Inst Technol Zurich, Neurosci Ctr Zurich, Zurich, Switzerland; [Soutschek, Alexander] Ludwig Maximilian Univ Munich, Dept Psychol, Leopoldstr 13, D-80802 Munich, Germany",,,,,,,,0,,,,,,,"Psychology; Psychology, Experimental",WOS:000568661000001,
J,"Gieseler, Karolin; Inzlicht, Michael; Friese, Malte",,,,,,,,Do people avoid mental effort after facing a highly demanding task?,,,,,,,,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,,,,90,,,,,,104008,10.1016/j.jesp.2020.104008,,,Sep-20,2020,"Ego depletion effects are usually examined in a sequential task paradigm in which exerting mental effort in a first task is thought to affect performance on a subsequent self-control task. A so-called ego depletion effect is observed if performance on the second task is impaired for the high demand relative to the low demand group. The present studies take a different approach. Instead of measuring performance in the second task that is equally difficult for all participants, the present studies investigated effects of effortful exertion on the choice to willingly exert effort on a subsequent task. Three pre-registered studies investigated if participants select less effort demanding math problems for upcoming tasks compared to a control group after exerting mental effort in an initial task. Results were mixed. Study 1 (N = 86) revealed no significant effect of mental effort exertion on mean choice difficulty. In Study 2 (N = 269), the expected effect emerged in an exploratory analysis when controlling for math self-assessment, which was robustly associated with the choice measure. Study 3 (N = 330) descriptively, albeit non-significantly replicated this result. An internal random-effects meta-analysis revealed a small overall effect of g = 0.18 when accounting for math self-assessment, albeit with large heterogeneity. Exploratory analyses point to the importance of the subjective experience of mental effort in effort-selection paradigms. We discuss the implications of the small overall effect size for future research and the possibility to examine effort choice in everyday life.",,"[Gieseler, Karolin; Friese, Malte] Saarland Univ, Dept Psychol, Campus A2 4, D-66123 Saarbrucken, Germany; [Inzlicht, Michael] Univ Toronto, Dept Psychol, 1265 Mil Trail, Toronto, ON M1C 1A4, Canada; [Friese, Malte] Saarland Univ, Dept Psychol, Campus A2 4, D-66123 Saarbrucken, Germany",,,,,,,,1,,,,,,,"Psychology, Social",WOS:000564686700022,
J,"Dettmers, Jan; Wendt, Carolin; Biemelt, Jana",,,,,,,,"Already exhausted when arriving at work? a diary study of morning demands, start-of-work-day fatigue and job performance and the buffering role of temporal flexibility",,,,,,,,EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY,,,,29,6,,,809,821,,10.1080/1359432X.2020.1810666,,,NOV 1 2020,2020,"The energetic state before the start of work has been associated with work-related outcomes (e.g. job performance). However, little is known regarding the determinants of the energetic state before starting work. It can be assumed that working parents, in particular, face various resource-consuming demands (e.g. childcare-related demands) before they start working that may impact the subsequent workday. To test this assumption, we conducted a diary study involving 130 working parents over five workdays. We investigated the effects of childcare-related and commute-related demands as predictors of changes in fatigue between awakening and starting work. Furthermore, we examined the mediated effect of morning demands on job performance via start-of-work-time fatigue. Finally, we investigated whether work schedule flexibility and childcare drop-off time flexibility attenuated the adverse effect of morning demands on fatigue. The results indicated that morning childcare-related and commute-related demands had a significant indirect effect on job performance, as these morning demands predicted start-of-work-time fatigue, which in turn was associated with daily job performance. Work schedule flexibility, but not drop-off time flexibility, buffered the effect of morning demands on start-of-work-time fatigue. To enhance the job performance of working parents, future research should pay more attention to contextual factors before daily work starts.",,"[Dettmers, Jan] Fernuniv, Fac Psychol, Hagen, Germany; [Wendt, Carolin; Biemelt, Jana] MSH Med Sch Hamburg, Dept Psychol, Hagen, Germany; [Dettmers, Jan] Fernuniv, Fac Psychol, Hagen, Germany",,,,,,,,0,,,,,,,"Psychology, Applied; Management",WOS:000565367500001,
J,"Astokorki, Ali; Flood, Andrew; Mauger, Alexis",,,,,,,,Images depicting human pain increase exercise-induced pain and impair endurance cycling performance,,,,,,,,JOURNAL OF SPORTS SCIENCES,,,,39,2,,,138,146,,10.1080/02640414.2020.1809162,,,JAN 17 2021,2021,"The current study investigated whether viewing images of others in pain influences exercise-induced pain (EIP) and cycling performance. Twenty-one recreational cyclists attended five laboratory visits. The first two visits involved measuring participants' maximal aerobic capacity and familiarized participants to the fixed power (FP) and 16.1 km cycling time trial (TT) tasks. The FP task required participants to cycle at 70% of their maximal aerobic power for 10-minutes. In the subsequent three visits, participants performed the FP and TT tasks after viewing pleasant, left-to-right markpainful or neutral images. Participants rated the subset of painful images as more painful than the pleasant and neutral images; with no difference in the pain ratings of the pleasant and neutral images. In the FP task, EIP ratings were higher following painful compared to pleasant images, while no differences in EIP were observed between any other condition . In the TT, performance did not differ between the pleasant and neutral conditions. However, TT performance was reduced after viewing painful images compared to neutral or pleasant images. HR, B[La], perceived exertion and EIP did not differ between the three conditions. These results suggest that viewing painful images decreases TT performance and increases pain during fixed intensity cycling.left-to-right mark",,"[Astokorki, Ali] Salahaddin Univ Erbil, Coll Educ Shaqlawa, Shaqlawa, Iraq; [Astokorki, Ali] Cihan Univ Erbil, Dept Physiotherapy, Fac Hlth Technol, Erbil, Iraq; [Astokorki, Ali] Knowledge Univ, Pathol Anal, Coll Sci, Erbil, Iraq; [Flood, Andrew] Univ Canberra, Res Inst Sport & Exercise, Canberra, ACT, Australia; [Flood, Andrew] Univ Canberra, Ctr Appl Psychol, Canberra, ACT, Australia; [Mauger, Alexis] Univ Kent, Fac Sci, Sch Sport & Exercise Sci, Endurance Res Grp, Chatham, Kent, England; [Flood, Andrew] Univ Canberra, Fac Hlth, Univ Dr, Bruce, ACT 2601, Australia",,,,,,,,0,,,,,,,Sport Sciences,WOS:000561926200001,
J,"Demirtepe-Saygili, Dilek; Metin-Orta, Irem",,,,,,,,An Investigation of Cyberloafing in Relation to Coping Styles and Psychological Symptoms in an Educational Setting,,,,,,,,PSYCHOLOGICAL REPORTS,,,,,,,,,,3.32941E+13,10.1177/0033294120950299,,,,2020,"Cyberloafing, the intentional use of the Internet for personal purposes during class hours, has received the scholars' attention due to the increased access to digital devices in educational settings. Considering the possible negative consequences of misuse of the Internet on health and well-being, the current study aims to investigate the underlying mechanisms of this relationship by examining in detail the role of coping strategies. The sample consisted of 272 undergraduate students. The participants were asked to fill out items measuring cyberloafing behaviors, coping strategies (emotion-focused and problem-focused), and psychological symptoms (depression, anxiety, anger, and somatization). The results revealed that cyberloafing is positively related to psychological symptoms. Furthermore, it is observed that cyberloafing moderates the relationship between emotion-focused coping and psychological symptoms such that at high levels of cyberloafing, emotion-focused coping is associated with higher levels of psychological symptoms. These findings contribute to the existing literature on students' psychological well-being in terms of highlighting its relation with coping strategies and problematic Internet use.",,"[Demirtepe-Saygili, Dilek; Metin-Orta, Irem] Atilim Univ, Dept Psychol, TR-06836 Ankara, Turkey; [Demirtepe-Saygili, Dilek] Atilim Univ, Dept Psychol, TR-06836 Ankara, Turkey",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000562113300001,
J,"Rossano, Matt J.",,,,,,,,Ritual as resource management,,,,,,,,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,,375,1805,,,,,20190429,10.1098/rstb.2019.0429,,,AUG 17 2020,2020,"This paper argues that rituals are mechanisms of resource management. The argument is based on four observations: (i) over the course of hominin evolution, fitness became contingent on psychological states; (ii) these psychological states can be understood as 'resources', not unlike material resources such as energy, food or fuel; (iii) ritual 'manages' these psychological resources-meaning that it cultivates, builds and directs them; and (iv) ritual management can be analytically decomposed, providing a new descriptive tool for understanding rituals and predictions about ritual survival. This article is part of the theme issue 'Ritual renaissance: new insights into the most human of behaviours'.",,"[Rossano, Matt J.] Southeastern Louisiana Univ, Dept Psychol, Hammond, LA 70402 USA; [Rossano, Matt J.] Southeastern Louisiana Univ, Dept Psychol, Hammond, LA 70402 USA",,,,,,,,2,,,,,,,Biology,WOS:000545951500003,
J,"Silvestrini, Nicolas; Chen, Jen-, I; Piche, Mathieu; Roy, Mathieu; Vachon-Presseau, Etienne; Woo, Choong-Wan; Wager, Tor D.; Rainville, Pierre",,,,,,,,Distinct fMRI patterns colocalized in the cingulate cortex underlie the after-effects of cognitive control on pain,,,,,,,,NEUROIMAGE,,,,217,,,,,,116898,10.1016/j.neuroimage.2020.116898,,,AUG 15 2020,2020,,,"[Silvestrini, Nicolas] Univ Geneva, Fac Psychol & Educ Sci, Geneva Motivat Lab, Geneva, Switzerland; [Silvestrini, Nicolas; Chen, Jen-, I; Rainville, Pierre] Univ Montreal, Res Ctr Inst Univ Geriatrie Montreal, Montreal, PQ, Canada; [Piche, Mathieu] Univ Quebec Trois Rivieres, Dept Chiroprat, Trois Rivieres, PQ, Canada; [Roy, Mathieu] McGill Univ, Dept Psychol, Montreal, PQ, Canada; [Vachon-Presseau, Etienne] McGill Univ, Fac Dent, Montreal, PQ, Canada; [Vachon-Presseau, Etienne] McGill Univ, Dept Anesthesia, Montreal, PQ, Canada; [Vachon-Presseau, Etienne] McGill Univ, Alan Edwards Ctr Res Pain AECRP, Montreal, PQ, Canada; [Woo, Choong-Wan] Inst Basic Sci, Ctr Neurosci Imaging Res, Suwon, South Korea; [Woo, Choong-Wan] Sungkyunkwan Univ, Dept Biomed Engn, Suwon, South Korea; [Wager, Tor D.] Univ Colorado, Dept Psychol & Neurosci, Boulder, CO 80309 USA; [Wager, Tor D.] Univ Colorado, Inst Cognit Sci, Boulder, CO 80309 USA; [Rainville, Pierre] Univ Montreal, Grp Rech Syst Nerveux Cent, Montreal, PQ, Canada; [Rainville, Pierre] Univ Montreal, Dept Stomatol, Montreal, PQ, Canada; [Silvestrini, Nicolas] Univ Geneva, Fac Psychol & Educ Sci, Sect Psychol, Blvd Pont dArve 40, CH-1211 Geneva 4, Switzerland",,,,,,,,1,,,,,,,"Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging",WOS:000542369500001,
J,"Eitel, Alexander; Endres, Tino; Renkl, Alexander",,,,,,,,Self-management as a Bridge Between Cognitive Load and Self-regulated Learning: the Illustrative Case of Seductive Details,,,,,,,,EDUCATIONAL PSYCHOLOGY REVIEW,,,,32,4,,,1073,1087,,10.1007/s10648-020-09559-5,,,Dec-20,2020,"The main goals of this paper are to exemplify and further elaborate on the theoretical connections between cognitive load and self-regulated learning. In an effort to achieve this, we integrate the concepts of self-control and self-management within the effort monitoring and regulation (EMR) framework laid out by de Bruin et al. (Educational Psychology Reviewthis issue). More specifically, we argue that (1) cognitive load results from how the instruction isprocessedand not just from how it is designed (cf. self-management effect). (2) How instruction is processed by students (also) depends on their skill and will to self-control. For instance, high self-control may reflect compensatory processing of poorer instructional designs so that these designs may not lead to higher extraneous cognitive load. As soon as students' willingness to self-control declines (e.g., with increasing study durations or previous demanding tasks), there is a closer link between (poorer) instructional designs and (higher) extraneous cognitive load in self-regulated learning tasks. Combining (1) and (2), we consider cognitive load to be influenced by self-control; (self-)control, in turn, is one central process of the monitoring-control cycle that characterizes self-regulated learning. We support these theoretical arguments by referring to empirical research in the domain of learning with multiple representations-with a particular focus on learning with and without seductive details during extended study episodes. We conclude with suggestions for further research.",,"[Eitel, Alexander] Univ Giessen, Dept Educ Psychol, D-35394 Giessen, Germany; [Endres, Tino; Renkl, Alexander] Univ Freiburg, Freiburg, Germany; [Eitel, Alexander] Univ Giessen, Dept Educ Psychol, D-35394 Giessen, Germany",,,,,,,,4,,,,,,,"Psychology, Educational",WOS:000554850000001,
J,"Schumpe, Birga M.; Belanger, Jocelyn J.; Nisa, Claudia F.",,,,,,,,The Reactance Decoy Effect: How Including an Appeal Before a Target Message Increases Persuasion,,,,,,,,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,,,,119,2,,,272,292,,10.1037/pspa0000192,,,Aug-20,2020,"We propose and demonstrate in 11 studies, including more than 4,700 observations, that the persuasiveness of a target message can be increased by the inclusion of a reactance decoy. A reactance decoy is a persuasive message presented before the target message and includes an attitude measurement toward the decoy object. The effect can be explained with reactance theory: The decoy message is presented to create reactance and expressing their attitude toward the decoy object gives participants the opportunity to vent, that is, to reestablish their threatened freedom. This reduces reactance toward the subsequently presented target message, positively influences participants' willingness to buy the target object (Studies 1, 4a and 4b, 7, and 8), their attitudes toward it (4a and 4b, 5, 7, and 8), their willingness to pay (Study 7), as well as behavioral measures such as time spent looking at the target object description (Study 7) and paying money to enter a raffle for the chance to win the target object (Studies 5 and 6). Moreover, forewarning participants of the persuasive intent of a subsequent message produced greater reactance, which was then vented on the decoy, and in turn increased the valuation of the target object (Study 1). By interchanging the products used as decoy or target objects, we also demonstrate experimentally that the reactance decoy effect occurs independently of the concrete stimuli being used (Study 3). In sum, the reactance decoy effect is a new theoretical framework that also bears important practical applications for many areas of social influence.",,"[Schumpe, Birga M.; Belanger, Jocelyn J.; Nisa, Claudia F.] New York Univ Abu Dhabi, Dept Psychol, POB 129188, Abu Dhabi, U Arab Emirates; [Schumpe, Birga M.] New York Univ Abu Dhabi, Dept Psychol, POB 129188, Abu Dhabi, U Arab Emirates",,,,,,,,0,,,,,,,"Psychology, Social",WOS:000551440600004,
J,"Moreira, Joao F. Guassi; Tashjian, Sarah M.; Galvan, Adriana; Silvers, Jennifer A.",,,,,,,,Is Social Decision Making for Close Others Consistent Across Domains and Within Individuals?,,,,,,,,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,,,,149,8,,,1509,1526,,10.1037/xge0000719,,,Aug-20,2020,"Humans make decisions across a variety of social contexts. Though social decision-making research has blossomed in recent decades, surprisingly little is known about whether social decision-making preferences are consistent across different domains. We conducted an exploratory study in which participants made choices about 2 types of close others: parents and friends. To elicit decision making preferences, we pit the interests in parents and friends against one another. To assess the consistency of preferences for close others, decision making was assessed in three domains-risk taking, probabilistic learning. and self-other similarity judgments. We reasoned that if social decision-making preferences are consistent across domains, participants ought to exhibit the same preference in all three domains (i.e., a parent preference, based on prior work), and individual differences in preference magnitude ought to be conserved across domains within individuals. A combination of computational modeling, random coefficient regression, and traditional statistical tests revealed a robust parent-over-friend preference in the risk taking and probabilistic learning domains but not the self-other similarity domain. Preferences for parent-over-friend in the risk-taking domain were strongly associated with similar preferences in the probabilistic learning domain but not the self-other similarity domain. These results suggest that distinct and dissociable value-based and social-cognitive computations underlie social decision making.",,"[Moreira, Joao F. Guassi; Tashjian, Sarah M.; Galvan, Adriana; Silvers, Jennifer A.] Univ Calif Los Angeles, Dept Psychol, 1285 Franz Hall,Box 951563, Los Angeles, CA 90095 USA; [Silvers, Jennifer A.] Univ Calif Los Angeles, Dept Psychol, 1285 Franz Hall,Box 951563, Los Angeles, CA 90095 USA",,,,,,,,0,,,,,,,"Psychology, Experimental",WOS:000550689300006,
