uniqueID,citingArticleId,firstCoder,secondCoder,doi,authors,pubYear,excluded,exclusionReason,articleType,citesReplication,citationClassificationOriginal,citationClassificationAgreed,counterArguments
41,41,SC,MN,10.3389/fpsyg.2017.02278,"Deng, Huan; Hu, Ping",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
42,42,SC,MN,NA,"Sherman, Nancy",2018,TRUE,No access,NA,NA,NA,NA,NA
43,43,SC,MN,10.1109/ICTAI.2018.00159,"Saggese, Davide; Cordasco, Gennaro; Maldonato, Mauro N.; Bourbakis, Nikolaos; Vinciarelli, Alessandro; Esposito, Anna",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
44,44,SC,MN,10.1155/2018/5741941,"Prenger, Margaret T. M.; MacDonald, Penny A.",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
45,45,SC,MN,10.5127/pr.035714,"Gjelsvik, Bergljot; Lovric, Darko; Williams, J. Mark G.",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
46,46,SC,MN,10.1080/02134748.2018.1483623,"Santos, David; Stavraki, Maria; Gandarillas, Beatriz; Cancela, Ana; Brinol, Pablo",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
47,47,SC,MN,10.1159/000488103,"Borg, Celine; Bouazza, Zineb; Godeau, Marielle; Getenet, Jean-Claude; Chainay, Hanna",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
48,48,SC,MN,10.1080/09658211.2018.1470645,"Wildschut, Tim; Sedikides, Constantine; Robertson, Sara",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE
49,49,SC,MN,10.1075/rcl.00004.gib,"Gibbs, Raymond W., Jr.; Samermit, Patrawat; Karzmark, Christopher R.",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
50,50,SC,MN,10.1080/14675986.2017.1405536,"Bar Shalom, Yehuda; Grebelsy-Lichtman, Tsfira; Alayan, Fatima",2018,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA
51,51,SC,MN,10.1075/target.14124.coh,"Cohen, Imogen",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
52,52,SC,MN,10.1093/jopart/mux028,"Eldor, Liat",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
53,53,SC,MN,10.1080/02699931.2018.1418197,"Rothermund, Klaus; Koole, Sander L.",2018,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,FALSE
54,54,SC,MN,10.1146/annurev-psych-122216-011836,"Nelson, Leif D.; Simmons, Joseph; Simonsohn, Uri",2018,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,TRUE
55,55,SC,MN,10.1026/0033-3042/a000384,"Gloeckner, Andreas; Fiedler, Susann; Renkewitz, Frank",2018,TRUE,Non-English language,NA,NA,NA,NA,NA
56,56,SC,MN,10.1111/ejop.12233,"Cochrane, Tom",2017,FALSE,NA,No empirical data,TRUE,favourable,favourable,TRUE
57,57,SC,MN,NA,He Huibin,2017,TRUE,No access,NA,NA,NA,NA,NA
58,58,SC,MN,10.1016/j.jsp.2017.07.004,"King, Ronnel B.; Datu, Jesus Alfonso",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA
59,59,SC,MN,10.3389/fpsyg.2017.02097,"Ueda, Yoshiyuki; Nagoya, Kie; Yoshikawa, Sakiko; Nomura, Michio",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
60,60,SC,MN,10.1016/j.psychres.2017.08.090,"Shenaar-Golan, Vered; Wald, Nava; Yatzkar, Uri",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
61,61,SC,MN,10.1007/s11097-016-9477-8,"Schiavio, Andrea; van der Schyff, Dylan; Cespedes-Guevara, Julian; Reybrouck, Mark",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
62,62,SC,MN,10.1016/j.foodqual.2017.04.005,"Prescott, John",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
63,63,SC,MN,10.3389/fpsyg.2017.01546,"Zhou, Yanyun; Zhang, Yifei; Hommel, Bernhard; Zhang, Hao",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
64,64,SC,MN,10.1002/jls.21519,"Sacavem, Antonio; Martinez, Luis F.; da Cunha, Joao Vieira; Abreu, Ana Maria; Johnson, Stefanie K.",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
65,65,SC,MN,10.1016/j.neubiorev.2017.05.013,"Prochazkova, Eliska; Kret, Mariska E.",2017,FALSE,NA,No empirical data,TRUE,favourable,favourable,TRUE
66,66,SC,MN,10.1016/j.appet.2017.05.037,"Schmidt, Jennifer; Martin, Alexandra",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
67,67,SC,MN,10.3389/fpsyg.2017.01277,"Weis, Patrick P.; Herbert, Cornelia",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
68,68,SC,MN,10.1037/emo0000284,"Rice, Elise L.; Fredrickson, Barbara L.",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA
69,69,SC,MN,10.1016/j.concog.2017.05.006,"Kaiser, Jakob; Davey, Graham C. L.",2017,FALSE,NA,Empirical data - laboratory study,TRUE,unfavourable,unfavourable,TRUE
70,70,SC,MN,NA,"Vallejo-Trujillo, Stella",2017,TRUE,Non-English language,NA,NA,NA,NA,NA
71,71,SC,MN,10.3389/fpsyg.2017.00945,"Nowak, Andrzej; Vallacher, Robin R.; Zochowski, Michal; Rychwalska, Agnieszka",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
72,72,SC,MN,10.1111/bjso.12183,"Brinol, Pablo; Petty, Richard E.; Belding, Jennifer",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
73,73,SC,MN,10.1016/j.yhbeh.2016.11.003,"Smith, Kristopher M.; Apicella, Coren L.",2017,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE
74,74,SC,MN,10.1037/xlm0000358,"Cardwell, Brittany A.; Newman, Eryn J.; Garry, Maryanne; Mantonakis, Antonia; Beckett, Randi",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
75,75,SC,MN,10.3758/s13415-017-0503-2,"Davis, Joshua D.; Winkielman, Piotr; Coulson, Seana",2017,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE
76,76,SC,MN,10.1016/j.chb2017.02.019,"Pena, Jorge; Chen, Meng",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA
77,77,SC,MN,10.3389/fpsyg.2017.00702,"Strack, Fritz",2017,FALSE,NA,No empirical data,TRUE,favourable,favourable,TRUE
78,78,SC,MN,10.1016/j.jesp.2016.12.010,"Cai, Fengyan; Yang, Zhiyong; Wyer, Robert S., Jr.; Xu, Alison Jing",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,unclassifiable,NA
79,79,SC,MN,10.1026/1612-5010/a000193,"Eberhard-Kaechele, Marianne",2017,TRUE,Non-English language,NA,NA,NA,NA,NA
80,80,SC,MN,10.1016/j.jcps.2016.08.008,"Rotman, Jeff D.; Lee, Seung Hwan (Mark); Perkins, Andrew W.",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
81,81,SC,MN,10.3389/fpsyg.2017.00394,"Baumeister, Jenny C.; Foroni, Francesco; Conrad, Markus; Rumiati, Raffaella I.; Winkielman, Piotr",2017,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE
82,82,SC,MN,10.3389/fpsyg.2017.00220,"Guendelman, Simon; Medeiros, Sebastian; Rampes, Hagen",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
83,83,SC,MN,10.1093/cercor/bhw074,"Gibson, William S.; Cho, Shinho; Abulseoud, Osama A.; Gorny, Krzysztof R.; Felmlee, Joel P.; Welker, Kirk M.; Klassen, Bryan T.; Min, Hoon-Ki; Lee, Kendall H.",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
84,84,SC,MN,10.1016/j.jbtep.2016.07.015,"Wilkes, Carissa; Kydd, Rob; Sagar, Mark; Broadbent, Elizabeth",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
85,85,SC,MN,10.1002/ejsp.2285,"Kruglanski, Arie W.; Chernikova, Marina; Jasko, Katarzyna",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
86,86,SC,MN,10.1016/j.neuropsychologia.2017.01.004,"Trost, W. J.; Labbe, C.; Grandjean, D.",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
87,87,SC,MN,NA,"Vallacher, Robin R.; Nowak, Andrzej",2017,TRUE,No access,NA,NA,NA,NA,NA
88,88,SC,MN,NA,"Landau, MJ",2017,TRUE,No access,NA,NA,NA,NA,NA
89,89,SC,MN,10.1007/978-3-319-70653-5_4,"Turner, Phil",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
90,90,SC,MN,10.1007/978-3-319-57753-1_3,"Ahmed, Imtiaj; Harjunen, Ville; Jacucci, Giulio; Ravaja, Niklas; Spape, Michiel M.",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA
91,91,SC,MN,10.1007/978-3-319-44588-5_9,"Krishna, Anand; Strack, Fritz",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
92,92,SC,MN,NA,"Winkle, Katie; Bremner, Paul",2017,FALSE,NA,Empirical data - laboratory study,FALSE,equivocal,equivocal,NA
93,93,SC,MN,10.7906/indecs.15.4.1,"Jamnik, Jure; Zvelc, Gregor",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
94,94,SC,MN,10.1080/0163853X.2015.1137445,"Morera, Yurena; Leon, Jose A.; Escudero, Inmaculada; de Vega, Manuel",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
95,95,SC,MN,NA,"Wiers, Reinout W.; Gladwin, Thomas E.",2017,TRUE,No access,NA,NA,NA,NA,NA
96,96,SC,MN,10.1016/B978-0-12-801851-4.00001-X,"Jeon, Myounghoon",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
97,97,SC,MN,10.1080/02699931.2016.1225003,"Veenstra, Lotte; Schneider, Iris K.; Koole, Sander L.",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
98,98,SC,MN,10.1080/1359432X.2017.1320281,"Neumeier, Lena M.; Brook, Libby; Ditchburn, Graeme; Sckopke, Philipp",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA
99,99,SC,MN,10.1075/ml.12.1.03van,"Van Havermaet, Lisa R.; Wurm, Lee H.",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
100,100,SC,MN,10.1108/LODJ-06-2015-0120,"Wray, Christopher",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
101,101,MN,OA,10.1080/13669877.2015.1057206,"Raue, Martina; Streicher, Bernhard; Lermer, Eva; Frey, Dieter",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA
102,102,MN,OA,10.1080/02103702.2017.1306942,"Pozo, Juan-Ignacio",2017,TRUE,No access,NA,NA,NA,NA,NA
103,103,MN,OA,10.1108/JOSM-11-2015-0372,"Otterbring, Tobias",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA
104,104,MN,OA,10.1080/17470218.2016.1238950,"Lewis, Michael B.; Dunn, Emily",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
105,105,MN,OA,10.1080/17405629.2016.1201474,"Famelart, Nawelle; Guidetti, Michele",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
106,106,MN,OA,10.1016/j.eujim.2017.01.011,"Shim, Minjung; Johnson, R. Burke; Gasson, Susan; Goodill, Sherry; Jermyn, Richard; Bradt, Joke",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA
107,107,MN,OA,10.1027/1618-3169/a000351,"Jospe, Karine; Floeel, Agnes; Lavidor, Michal",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
108,108,MN,OA,10.1111/1467-9329.00062,"Ravenscroft, Ian",2017,TRUE,No access,No empirical data,NA,NA,NA,NA
109,109,MN,OA,10.1080/02699931.2015.1073692,"Topolinski, Sascha; Boecker, Lea; Erle, Thorsten M.; Bakhtiari, Giti; Pecher, Diane",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
164,110,MN,OA,10.5465/amj.2013.1135,"Gabriel, Allison S.; Diefendorff, James M.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
165,111,MN,OA,10.1037/xge0000125,"Papesh, Megan H.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
166,112,MN,OA,10.1037/a0038783,"Sinaceur, Marwan; Kopelman, Shirli; Vasiljevic, Dimitri; Haag, Christophe",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
167,113,MN,OA,10.1111/desc.12278,"Eigsti, Inge-Marie; Rosset, Delphine; Cozzari, Ghislaine Col; da Fonseca, David; Deruelle, Christine",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
168,114,MN,OA,10.1097/PRS.0000000000001733,"Magid, Michelle; Keeling, Brett H.; Reichenberg, Jason S.",2015,FALSE,NA,Data synthesis - meta-analysis,FALSE,favourable,favourable,NA
169,115,MN,OA,10.1002/wcs.1370,"Price, Tom F.; Harmon-Jones, Eddie",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
170,116,MN,OA,10.1080/10400419.2015.1087258,"Kim, JongHan",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
171,117,MN,OA,10.1093/scan/nsv009,"Sel, Alejandra; Calvo-Merino, Beatriz; Tuettenberg, Simone; Forster, Bettina",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
172,118,MN,OA,10.1016/j.neubiorev.2015.09.004,"van der Weiden, Anouk; Prikken, Mere; van Haren, Neeltje E. M.",2015,FALSE,NA,No empirical data,FALSE,favourable,unclassifiable,NA
173,119,MN,OA,10.1177/1754073915590622,"Butler, Emily A.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
174,120,MN,OA,10.1016/j.cortex.2015.07.024,"Caruana, Fausto; Avanzini, Pietro; Gozzo, Francesca; Francione, Stefano; Cardinale, Francesco; Rizzolatti, Giacomo",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
175,121,MN,OA,10.1037/emo0000078,"Gawronski, Bertram; Mitchell, Derek G. V.; Balas, Robert",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
176,122,MN,OA,10.3390/brainsci5030357,"Lobmaier, Janek S.; Fischer, Martin H.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
177,123,MN,OA,10.1016/j.cortex.2015.06.025,"Korb, Sebastian; Malsert, Jennifer; Rochas, Vincent; Rihs, Tonia A.; Rieger, Sebastian W.; Schwab, Samir; Niedenthal, Paula M.; Grandjean, Didier",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
178,124,MN,OA,10.1037/bul0000020,"Peters, Kim; Kashima, Yoshihisa",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
179,125,MN,OA,10.1002/wcs.1357,"Uithol, Sebo; Gallese, Vittorio",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
180,126,MN,OA,10.3389/fnhum.2015.00464,"Gerger, Gernot; Leder, Helmut",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
181,127,MN,OA,10.1080/02699931.2014.968096,"Laham, Simon M.; Kashima, Yoshihisa; Dix, Jennifer; Wheeler, Melissa",2015,TRUE,Cited in references but not in text,Data synthesis - meta-analysis,NA,NA,NA,NA
182,128,MN,OA,10.1093/asj/sjv032,"Dayan, Steven H.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
183,129,MN,OA,10.1177/0959354315585661,"Pouw, Wim T. J. L.; de Jong, Huib Looren",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
184,130,MN,OA,10.1080/10810730.2015.1018570,"Hendriks, Hanneke; van den Putte, Bas; de Bruijn, Gert-Jan",2015,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
185,131,MN,OA,10.3389/fpsyg.2015.00940,"Koerner, Anita; Topolinski, Sascha; Strack, Fritz",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
186,132,MN,OA,10.1016/j.actpsy.2015.05.003,"Zhu, Nan; Cai, Yong-hua; Sun, Fa-wei; Yang-yang, Yi-fan",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
187,133,MN,OA,10.1037/a0038543,"Cuddy, Amy J. C.; Wilmuth, Caroline A.; Yap, Andy J.; Carney, Dana R.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
188,134,MN,OA,10.12832/82681,"Mee, Erin B.",2015,TRUE,No access,NA,NA,NA,NA,NA
189,135,MN,OA,10.1016/j.concog.2015.03.017,"Yoshimi, Jeff; Vinson, David W.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
190,136,MN,OA,10.1371/journal.pone.0127619,"Gross, Jorg; Woelbert, Eva; Strobel, Martin",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
191,137,MN,OA,10.3167/proj.2015.090102,"Zacks, Jeffrey M.",2015,TRUE,No access,NA,NA,NA,NA,NA
192,138,MN,OA,10.3389/fpsyg.2015.00650,"Arminjon, Mathieu; Preissmann, Delphine; Chmetz, Florian; Duraku, Andrea; Ansermet, Francois; Magistretti, Pierre J.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
193,139,MN,OA,10.1016/j.biopsycho.2015.03.005,"Dan-Glauser, Elise S.; Gross, James J.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
194,140,MN,OA,10.1037/a0038648,"Quoidbach, Jordi; Mikolajczak, Moira; Gross, James J.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
195,141,MN,OA,10.1080/07370008.2015.1038539,"Tsang, Jessica M.; Blair, Kristen P.; Bofferding, Laura; Schwartz, Daniel L.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
196,142,MN,OA,10.3389/fnhum.2015.00178,"Payne, Peter; Crane-Godreau, Mardi A.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
197,143,MN,OA,10.1016/j.actpsy.2014.08.007,"Filik, Ruth; Hunter, Christian Mark; Leuthold, Hartmut",2015,FALSE,NA,Empirical data - laboratory study,FALSE,equivocal,unclassifiable,NA
198,144,MN,OA,10.1177/0956797614561044,"Aragon, Oriana R.; Clark, Margaret S.; Dyer, Rebecca L.; Bargh, John A.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
199,145,MN,OA,10.1007/s11133-014-9295-7,"Pagis, Michal",2015,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA
200,146,MN,OA,10.1016/j.cognition.2014.11.007,"Slepian, Michael L.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
201,147,MN,OA,10.1093/lpr/mgu018,"Edmond, Gary; Tangen, Jason M.; Searston, Rachel A.; Dror, Itiel E.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
202,148,MN,OA,10.1016/j.jbtep.2014.09.004,"Michalak, Johannes; Rohde, Katharina; Troje, Nikolaus F.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
